Name,ID,Is Active,City Insee Code,Address,Zip Code,France Services Label,City,Nombre d'aidants,Question 110 → Nombre D'usagers Uniques,Question 109 → Nombre De Demarche Par Structure,Question 99 → Nombre Demarche Argent,Question 107 → Nombre Demarche Etranger,Question 103 → Nombre Demarche Famille,Question 106 → Nombre Demarche Justice,Question 108 → Nombre Demarche Loisirs,Question 102 → Nombre Demarche Papier,Question 104 → Nombre Demarche Social,Question 105 → Nombre Demarche Transport,Question 113 → Nombre Demarche Travail,Question 114 → Nombre Demarche Logement
Dispositif ASSORE,4273,true,75119,52 AV DE FLANDRE,75019,false,,0,,,,,,,,,,,,
POLES,4274,true,92078,11 ALL SAINT EXUPERY,92390,false,,5,,,,,,,,,,,,
Réfugiés Bienvenue,4275,true,75113,24 quai d'Austerlitz,75013,false,,1,,,,,,,,,,,,
Médiathèque de Plouigneau,4276,true,29199,Place Coatanlem,29610,false,Plouigneau,2,,,,,,,,,,,,
Commune de Donjeux,4277,true,52175,42 Grande Rue,52300,false,DONJEUX,2,,,,,,,,,,,,
COS,4278,true,77353,2 Rue des Arches,77710,false,,1,,,,,,,,,,,,
Entraide,4279,true,10033,5 RUE DANTON,10200,false,BAR-SUR-AUBE,1,,,,,,,,,,,,
COS-CRPF Nanteau-sur-Lunain,4280,true,77353,2 rue des Arches,77710,false,,11,,,,,,,,,,,,
COS Melun,4281,true,77288,51 Avenue Thiers,77000,false,Melun,0,,,,,,,,,,,,
COS TORCY,4282,true,77468,31 AVENUE JEAN MOULINS,77200,false,TORCY,0,,,,,,,,,,,,
FABLAB LA VERRIERE,4283,true,93048,2 PL DU 19 MARS 1962,93100,false,,1,,,,,,,,,,,,
Maison Pour Tous Joséphine Baker,4284,true,94017,6 place Rodin,94500,false,Champigny-sur-Marne,1,,,,,,,,,,,,
Commune de CORBEIL-ESSONNES,4285,true,91174,2 PL GALIGNANI,91100,false,,8,14,40,,,8,,,31,1,,,
Espace France services Grand Bourgtheroulde,4286,true,27105,"Château Gasse Keller
66, Route de Rouen",27520,true,Grand Bourgtheroulde,2,4,,,,,,,,,,,
Espace France Services Bourg-Achard,4287,true,27103,250 rue de la libération,27310,true,BOURG-ACHARD,2,33,108,22,,5,1,,10,2,1,64,3
Espace France Services Le Thuit de L'Oison,4288,true,27638,"10 Rue Delamare
Thuit Anger

Autre adresse pour le courrier : 
Chateau gasse keller
66 route de rouen
27520 Grand Bourgtheroulde",27370,true,LE THUIT DE L'OISON,2,,,,,,,,,,,,
MAIRIE DE CHANU,4289,true,61093,1 Place Leharivel Durocher,61800,false,CHANU,3,2,,,,,,,,,,,
Communauté de Communes Andaine-Passais,4290,true,61211,"26 avenue Léopold Barré,
Juvigny-Sous-Andaine",61140,true,Juvigny Val d'Andaine,1,4,5,1,,1,,,,1,1,1,
ACIST association de conseils et d'intervention du travail,4291,true,76108,155 rue Louis Blériot,76230,false,BOIS GUILLAUME,25,39,68,57,,1,,,,2,,8,
CCAS de Saint-Aubin-Lès-Elbeuf,4292,true,76561,"Esplanade Pattensen 
CS 60015",76410,false,Saint Aubin Les Elbeuf,5,1,1,,,,,,,,,1,
Maison France Services Mondeville,4293,true,14437,"Quai des Mondes
4 rue Calmette",14120,true,Mondeville,2,,,,,,,,,,,,
CCAS Saint Pierre de Varengeville,4294,true,76636,Place Bernard Léger,76480,false,Saint Pierre de Varengeville,1,,,,,,,,,,,,
Communauté de Communes du Pays du Neubourg,4295,true,27428,1 chemin Saint-Célérin,27100,true,Le Neubourg,3,1,1,,,,,,1,,,,
CCAS de Bolbec,4296,true,76114,31 rue des martyrs de la Résistance,76210,false,Bolbec,4,,,,,,,,,,,,
Pole Animation Sociale,4297,true,61214,5 place du Parc,61300,false,L'Aigle,1,,,,,,,,,,,,
L'Agora,4298,true,50218,351 rue Saint-Nicolas,50400,false,Granville,2,,,,,,,,,,,,
FRANCE SERVICE DE NOYEN SUR SARTHE,4299,true,72223,20 RUE PASTEUR,72430,true,NOYEN SUR SARTHE,1,,,,,,,,,,,,
CENTRE COMMUNAL D ACTION SOCIALE PONTEILLA,4300,true,66145,RUE CONFLENT,66300,false,PONTEILLA,2,,,,,,,,,,,,
Mairie de Thorée-les-Pins,4301,true,72357,2 rue Principale,72800,false,Thorée-les-Pins,1,,,,,,,,,,,,
Direction de la Direction de la stratégie et de la culture numérique Ville d'Echirolles,4302,true,38151,"Direction de la Direction de la stratégie et de la culture numérique Ville d’Échirolles
1 Place des 5 fontaines",38130,false,Échirolles,4,,,,,,,,,,,,
MAIRIE d'ARMENTIEUX,4303,true,32008,ROUTE DU CLOCHETON,32230,true,ARMENTIEUX,0,,,,,,,,,,,,
MAIRIE DE SAINT JUSTIN,4304,true,32233,12 LE VILLAGE,32230,true,SAINT JUSTIN,0,,,,,,,,,,,,
MAIRIE DE SEMBOUES,4305,true,32427,VILLAGE,32230,true,SEMBOUES,0,,,,,,,,,,,,
MAIRIE DE SCIEURAC ET FLOURES,4306,true,32422,VILLAGE,32230,true,SCIEURAC ET FLOURES,0,,,,,,,,,,,,
MAIRIE DE RICOURT,4307,true,32342,VILLAGE,32230,true,RICOURT,0,,,,,,,,,,,,
Mairie Mur-de-Barrez,4308,true,12164,16 Gd' Rue,12600,true,Mur-de-Barrez,1,,,,,,,,,,,,
France Services La Grande Motte,4309,true,34344,Place du 1er octobre 1974,34280,true,La Grande Motte,2,,,,,,,,,,,,
Communauté de Communes du Frontonnais,4310,true,31079,3 rue du Vigé - CS 20053,31620,false,Bouloc,2,2,2,,,,,,,,2,,
France Services Mirande,4311,true,32256,"Avenue Saint-Roch

BP 53",32300,true,MIRANDE,2,,,,,,,,,,,,
L'Atelier- centre social Lapanouse,4312,true,81004,7 Square Amiral Abrial,81000,false,ALBI,1,,,,,,,,,,,,
CCAS DU GROS MORNE,4313,true,97212,"Mairie,
2 rue Schoelcher
97213 Gros-Morne",97213,false,GROS-MORNE,2,2,,,,,,,,,,,
Mairie Le Lamentin,4314,true,97213,"Hôtel de Ville
Place Antonio Macéo",97232,false,le lamentin,1,,,,,,,,,,,,
Association CYBER-H SERVICES,4315,true,97209,14-16 Rue Papin Dupont,97200,false,FORT-DE-FRANCE,2,,,,,,,,,,,,
MAIRIE D'HESDIN,4316,true,62447,Place d'Armes,62140,false,HESDIN,5,7,33,,2,,3,,,12,,11,5
MAIRIE LE SOUICH,4317,true,62802,8 RUE D'ARRAS,62810,false,LE SOUICH,0,,,,,,,,,,,,
Maison de quartier beaujardin,4318,true,59606,73 rue du chauffour,59300,false,valenciennes,1,,,,,,,,,,,,
Association Bartholome Masurel,4319,true,59350,99 rue du bastion Saint André,59000,false,LILLE,1,,,,,,,,,,,,
Mairie de Chédigny,4320,true,37066,"5, place de la mairie",37310,false,Chédigny,1,,,,,,,,,,,,
Centre social et culturel AMILCAR REGHEM,4321,true,59484,"CENTRE SOCIAL ET CULTUREL AMILCAR REGHEM
LCR
RUE DU CALVAIRE BP 38",59920,false,QUIEVRECHAIN,6,,,,,,,,,,,,
Médiathèque de Châteaudun,4322,true,28088,36 boulevard Grindelle,28200,false,Châteaudun,3,4,4,3,,,,,1,,,,
Pôle Solidarités et Cohésion Sociale Loire Auxence,4323,true,44213,"Mairie de Loireauxence
182, rue du Mal Foch
Varades",44370,true,LOIREAUXENCE,2,,,,,,,,,,,,
EUREQUA,4324,true,69388,2 rue Joseph Chalier,69008,false,LYON,3,,,,,,,,,,,,
Espace numérique social et solidaire de Saint Julien Chapteuil,4325,true,43200,10 place St Robert,43260,true,Saint julien chapteuil,2,,,,,,,,,,,,
Fédération départementale Familles Rurales Maine et Loire,4326,true,49007,"3 rue Charles Lacretelle
Beaucouzé",49938,false,Angers Cedex 9,1,,,,,,,,,,,,
France services Sainte-Marie-Aux-Mines,4328,true,68298,114 rue Maréchal de LATTRE de TASSIGNY,68160,true,St Marie Aux Mines,1,,,,,,,,,,,,
France services (Metzervisse),4329,true,57269,22 b route de Volstroff,57490,true,Metzervisse,1,,,,,,,,,,,,
France Services Ottange,4330,true,57529,39 rue Principale,57840,true,OTTANGE,3,2,,,,,,,,,,,
CRIA 41,4331,true,41018,18 Rue Roland Dorgeles,41000,false,Blois,3,,,,,,,,,,,,
MEDIALYS,4332,true,69266,27 rue d Alsace,69100,false,Villeurbanne,5,,,,,,,,,,,,
RESSIF GIE,4333,true,69383,1 Cours Albert Thomas,69003,false,LYON,3,,,,,,,,,,,,
Plateforme Santé Douaisis,4334,true,59178,"299 rue Saint Sulpice, bâtiment de l'Arsenal",59500,false,Douai,1,,,,,,,,,,,,
CHRS Capharnaum,4335,true,59350,"04 rue Mirabeau
BP 90006",59007,false,Lille cedex,1,,,,,,,,,,,,
Centre Social et d'animation Culturelle,4336,true,02381,3 impasse du château,02500,false,Hirson,2,,,,,,,,,,,,
In-Sert,4337,true,93001,1 Avenue du Président Roosevelt,93300,false,Aubervilliers,1,,,,,,,,,,,,
Maisons des Quartiers Centre Social,4338,true,77379,1 place du Pré Botin,77160,false,PROVINS,3,,,,,,,,,,,,
HYPRA,4339,true,75118,28 Rue de la Chapelle,75018,false,PARIS 18,3,,,,,,,,,,,,
Association D2L - L'Éternel Solidaire,4340,true,75119,"1, rue de la Solidarité",75019,false,Paris,4,,,,,,,,,,,,
Association Aurore - Service Assore,4341,true,75119,52 Avenue de Flandre,75019,false,Paris,0,,,,,,,,,,,,
Mairie de l'île-Saint-Denis,4342,true,93039,1 rue Méchin,93450,false,L'île-Saint-Denis,2,1,,,,,,,,,,,
CCAS de Clichy la Garenne,4343,true,92024,"80, Bd du Générale Leclerc
+ site distant ""centre d'animation Boisseau"" au 30  bis, rue Georges Boisseau",92110,false,CLICHY LA GARENNE,14,,,,,,,,,,,,
Maison de L'emploi,4344,true,93039,2 Bis Quai de la marine,93450,true,L'île Saint Denis,1,,,,,,,,,,,,
CCAS de Persan,4345,true,95487,"CCAS 
65 Avenue Gaston Vermeire",95340,false,PERSAN,3,,,,,,,,,,,,
centre social Vanpoulle,4346,true,78498,40 rue Saint Sébastien,78300,false,Poissy,1,,,,,,,,,,,,
Mairie de Morangis,4347,true,91432,12 avenue de la République,91420,false,Morangis,4,,,,,,,,,,,,
Residence sociale FJT La Passerelle,4348,true,77487,843 rue du marechal juin,77000,false,vaux le penil,1,,,,,,,,,,,,
France services de Carquefou,4349,true,44026,18 RUE JULES VERNE,44470,true,CARQUEFOU,2,,,,,,,,,,,,
France Services Rahin et Chérimont,4350,true,70120,Place Charles de Gaulle,70290,true,Champagney,1,,,,,,,,,,,,
CCAS de Chevigny Saint Sauveur,4351,true,21171,Place du Général de Gaulle,21800,false,CHEVIGNY-SAINT-SAUVEUR,3,,,,,,,,,,,,
Nevers Agglomération,4352,true,58194,124 route de marzy,58000,false,Nevers,3,,,,,,,,,,,,
Mairie de Chavanatte,4353,true,90024,21 rue principale,90100,false,CHAVANATTE,2,,,,,,,,,,,,
Médiathèque de la Butte de Thil,4354,true,21505,6 rue du Serein,21390,false,PRECY SOUS THIL,1,,,,,,,,,,,,
Association Julienne JAVEL - Service Mission Habitat,4355,true,25112,2 grande rue,25220,false,Chalezeule,8,,,,,,,,,,,,
Département de la Côte d'Or,4356,true,21231,53bis rue de la préfecture,21000,false,DIJON,6,,,,,,,,,,,,
France Services du Grand Chalon,4357,true,71076,Pôle Administratif Saint-Laurent - 15 quai Chambion,71100,true,Chalon-sur--Saône,6,,,,,,,,,,,,
As.SIC,4358,true,89024,6 route de Monéteau,89000,false,AUXERRE,2,,,,,,,,,,,,
APOR,4359,true,71306,9 A Rue Saint Eloi,71300,false,Montceau les mines,15,,,,,,,,,,,,
Conseil départemental du Doubs,4360,true,25462,7 avenue de la Gare d'Eau,25031,false,Besançon Cedex,24,1,1,,,,,,,,,,1
AGDUC,4361,true,38229,31 BOULEVARD DES ALPES,38240,false,MEYLAN,3,,,,,,,,,,,,
MAISON  CONSTANTIN,4362,true,26220,36 AVENUE PAUL LAURENS,26110,false,NYONS,1,,,,,,,,,,,,
L'espoir aînés,4363,true,69243,1 avenue Edouard Herriot,69170,false,Tarare,1,,,,,,,,,,,,
ANCRE,4364,true,26324,2 Rue de Clastres,26130,false,SAINT PAUL TROIS CHATEAUX,6,1,,,,,,,,,,,
France Services de Sèvremoines,4365,true,49301,23 PLACE HENRI DOIZI,49450,true,ST MACAIRE EN MAUGES,3,1,,,,,,,,,,,
FRANCE SERVICES ECHIRE,4366,true,79109,32 PLACE DE LA HALLE,79410,true,ECHIRE,1,2,2,,,,,,,,2,,
Association IsleCo,4367,true,24157,6 rue des Granges,24190,false,Douzillac,1,,,,,,,,,,,,
Collectif Ensemble pour une Maison Solidaire,4368,true,17415,1 esplanade du 6 ème Régiment d'Infanterie,17100,false,Saintes,1,,,,,,,,,,,,
Mairie d'Argelouse,4369,true,40008,24 Route de Sore,40430,false,Argelouse,1,1,13,,,1,,,,3,,,9
Mairie de Luglon,4370,true,40165,5 route d'Arengosse,40630,false,LUGON,1,,,,,,,,,,,,
Atouts & Compétences,4371,true,17415,"1, boulevard Vladimir",17100,false,Saintes,1,,,,,,,,,,,,
France services de l Ouest de l agglomeration paloise,4372,true,64335,Maison de la Cité - Place Royale,64230,true,LESCAR,3,8,,,,,,,,,,,
"Structure d'Aide par le Sport-loisir, Le SAS Béarn",4373,true,64445,"Bâtiment Arlas
14 avenue Federico Garcia Lorca",64000,false,PAU,2,,,,,,,,,,,,
Maison France Services Agora,4374,true,24053,Espace Agora,24750,true,Boulazac Isle Manoire,1,,,,,,,,,,,,
France Services Geaune,4375,true,40110,2 RUE DE LA POSTE,40320,true,GEAUNE,2,,,,,,,,,,,,
Association Centre de Vacances et de Loisirs Verdelaisien Pôle Social Rural PSR,4377,true,33543,23 La Demi-Lune,33490,false,VERDELAIS,1,,,,,,,,,,,,
MAIRIE DE GAN,4378,true,64230,PLACE DE LA MAIRIE,64290,true,GAN,2,,,,,,,,,,,,
Commune de Luxey,4379,true,40167,83 rue de la mairie,40430,true,LUXEY,1,1,3,2,,1,,,,,,,
Mairie de Liposthey,4380,true,40156,"24, Place de la Mairie",40410,true,Liposthey,2,,,,,,,,,,,,
EANM de Clairvivre,4381,true,24515,CLAIRVIVRE,24160,false,SALSAGNAC,1,,,,,,,,,,,,
Communauté d'Agglomération de Saintes,4382,false,17415,12 boulevard Guillet Maillet 17100 Saintes,17100,false,Saintes,0,,,,,,,,,,,,
Nouvelles voies sud-ouest,4383,true,64129,"MCM
3 esplanade Vandenberghe",64140,false,Billère,2,,,,,,,,,,,,
Mairie de Mont-Disse,4384,true,64401,"MAIRIE DE MONT DISSE
ROUTE DE LA MAIRIE",64330,false,MONT-DISSE,1,,,,,,,,,,,,
SEP79,4385,true,79191,12 rue Joseph Cugnot,79000,false,Niort,3,,,,,,,,,,,,
Espace France services du Grand Dax,4386,true,40088,20 avenue de la gare,40100,true,DAX,1,,,,,,,,,,,,
FAHAMOU MAECHA,4387,true,97603,"17 Rue de CAVANI, Quartier CAVANI, 97660 BANDRELE",97660,false,BANDRELE,4,,,,,,,,,,,,
Ligue de l'enseignement Mayotte,4388,true,97611,"105 rue Soweto, Soweto",97600,false,Mamoudzou,3,,,,,,,,,,,,
GCSMS ACT Un chez soi d'abord Réunion,4389,true,97408,63 b rue Leconte Delisle,97419,false,LA POSSESSION,3,2,1,1,,,,,,,,,
France Services Borgo,4390,true,2B042,Route de la gare,20290,true,Borgo,2,,,,,,,,,,,,
Département du Var,4391,true,83137,390 avenue des lices,83000,true,TOULON,28,6,,,,,,,,,,,
la poste la grave,4392,true,05063,RD 1091,05320,true,la grave,1,,,,,,,,,,,,
Mission Locale Antipolis,4393,true,06004,2067 Chemin de Saint Claude,06600,false,ANTIBES,5,,,,,,,,,,,,
CCAS de Saint-Raphaël,4394,true,83118,"125, rue Jules Ferry",83700,false,Saint-Raphaël,6,62,2,,,,,,2,,,,
La poste CHATEAU ARNOUX ST AUBAN,4395,true,04049,"Chemin du lac
04600 CHATEAU ARNOUX ST AUBAN",04600,false,CHATEAU ARNOUX ST AUBAN,1,,,,,,,,,,,,
Mairie de FLAYOSC,4396,true,83058,Av. Angelin-German,83780,false,FLAYOSC,1,,,,,,,,,,,,
CCAS DE LAURIS,4397,true,84065,BP 20,84360,false,LAURIS,1,,,,,,,,,,,,
France Services d'Hyères,4399,true,83069,"46 CHEMIN DE L'EXCELSIOR
(face à Intermarché)
BP 709",83412,true,HYERES,2,1,4,,,3,,,,,,1,
Centre social St Just La solitude,4400,true,13214,189 avenue corot,13014,false,Marseille,2,19,77,23,1,24,1,,2,6,,5,15
Médiathèque d'Hyères,4401,true,83069,Place Théodore Lefèbvre,83400,false,HYERES,3,,,,,,,,,,,,
CCAS DE GRIMAUD,4402,true,83068,697 Route Nationale,83310,false,GRIMAUD,1,,,,,,,,,,,,
APEPS TAMPON,4403,true,97422,50 RUE VICTOR HUGO,97430,false,LE TAMPON,3,1,1,,,1,,,,,,,
Commune de Branne,4404,true,33071,2 place du 11 Novembre,33420,false,BRANNE,1,,,,,,,,,,,,
Mairie de LE SEN,4405,true,40297,31 place Claude Lafitte,40420,true,LE SEN,0,,,,,,,,,,,,
CCAS de Puget-sur-Argens,4406,true,83099,112 rue Victor Hugo,83480,false,PUGET SUR ARGENS,1,,,,,,,,,,,,
13acs,4407,true,13004,"95 avenue de stalingrad, APP 46",13200,false,Arles,1,,,,,,,,,,,,
MJC de Mamoudzou,4408,true,97611,1 Boulevard Baobab,97600,false,Mamoudzou,2,,,,,,,,,,,,
MJC de M'tsapéré,4409,true,97611,RN Baobab,97600,true,Mamoudzou,1,,,,,,,,,,,,
Objectif Écriture,4410,true,77285,22 allée Louis-Breguet,77350,false,LE MÉE-SUR-SEINE,1,,,,,,,,,,,,
ADOMA Ouest Provence,4411,true,13077,Rue de la Gafette,13110,false,Port de Bouc,4,,,,,,,,,,,,
CENTRE COMMUNAL D'ACTION SOCIALE DE ROUSSET,4412,true,13087,"Mairie de Rousset
place Paul Borde",13790,true,rousset,1,,,,,,,,,,,,
Mairie de Cère,4413,true,40081,75 place de la mairie,40090,false,Cère,1,1,,,,,,,,,,,
France Services de Salagnac/Clairvivre,4415,true,24515,Place Albert Delsuc Cité de Clairvivre,24160,true,Salagnac,2,8,69,8,,19,,,4,6,12,3,17
Médiathèque municipale François Mitterrand de Bassens,4416,true,33032,Rue du 8 mai 1945,33530,false,Bassens,1,1,,,,,,,,,,,
Communauté d'Agglomération du Niortais,4417,true,79191,140 rue des Equarts - CS 28770,79027,false,Niort Cedex,1,2,11,6,,4,,,,1,,,
CCAS DE SAINT JEAN DE LUZ,4418,false,64483,1 Rue Augustin Chaho,64500,true,saint jean de luz,0,,,,,,,,,,,,
CIAS DE L'ESTUAIRE,4419,true,33073,38 avenue de la République,33820,true,BRAUD ET ST LOUIS,5,,,,,,,,,,,,
mairie Payzac espace numerique,4420,true,24320,"mairie: 7 rue de l'hôtel de ville


espace numérique: 4 place de la poste",24270,false,PAYZAC,1,1,2,,,,,,2,,,,
Centre Communal d'Action Sociale,4421,true,42183,Place Michel Rondet,42150,false,La Ricamarie,2,3,,,,,,,,,,,
Régie de Quartier,4422,true,38185,97 Galerie de l'Arlequin,38100,false,Grenoble,1,,,,,,,,,,,,
MAISON FRANCE SERVICES ANET,4423,true,28007,25 RUE DIANE DE POITIERS,28260,true,ANET,2,122,291,76,,31,2,,,11,44,118,9
CHATEAUROUX METROPOLE,4424,true,36228,CS80509,36012,true,CHATEAUROUX Cedex,1,,,,,,,,,,,,
CHALLANS GOIS,4425,true,85047,1 boulevard Lucien Dodin,85300,false,Challans,1,1,,,,,,,,,,,
Espace Intérim,4426,true,16102,142 rue Henri Fichon,16100,false,COGNAC,2,,,,,,,,,,,,
France services multisites - Loire forez agglomération,4427,true,42147,17 boulevard de la Préfecture,42600,true,Montbrison,1,,,,,,,,,,,,
Chambre d'Agriculture du Loir et Cher,4428,true,41269,11-13-15 Rue Louis Joseph Philippe,41018,false,BLOIS CEDEX,2,,,,,,,,,,,,
Equipe Mobile Passerelle,4429,true,78242,7 rue pasteur,78330,false,Fontenay le Fleury,6,7,115,7,,27,,,4,6,,,71
CCAS de Rungis,4430,true,94065,1 rue de la Grange,94150,false,RUNGIS,3,1,5,,,1,,,,4,,,
FOYER SOLEIL DES BORDIERES,4431,true,94028,1 PLACE DES BOLETS,94000,false,CRETEIL,1,,,,,,,,,,,,
ESAT des Beaux-Arts,4432,true,93066,135 avenue des Arrimeurs,93214,false,Saint Denis La Plaine BP11,3,3,10,,,,,,,,,10,
L'ESSOR - SAIL,4433,true,92050,"20, rue d'Arras",92000,false,NANTERRE,1,,,,,,,,,,,,
CCAS de Bagnolet,4434,true,93006,1 place Salvador Allende,93170,false,Bagnolet,1,,,,,,,,,,,,
MAISON DU DROIT ET DE LA MEDIATION STAINS,4435,true,93072,25 Avenue Paul Vaillant Couturier,93240,false,STAINS,1,4,6,3,,,,,,2,,1,
CENTRE SOCIAL MUNICIPAL LES NOELS,4436,true,95598,"9, avenue de Normandie",95230,false,SOISY SOUS MONTMORENCY,1,,,,,,,,,,,,
Visière Solidaire,4437,true,91215,7 Rue Jean Jaurès,91860,false,Épinay-sous-Sénart,1,,,,,,,,,,,,
centre social,4438,true,78498,40 rue Saint Sébastien,78300,true,POISSY,0,,,,,,,,,,,,
Médiathèques de Colombes,4439,true,92025,6 passage Jacques Prévert,92700,true,Colombes,1,,,,,,,,,,,,
Valophis Habitat,4440,true,94028,9 route de Choisy,94000,false,Créteil,3,,,,,,,,,,,,
Habitat et Humanisme Ile de France,4441,true,75120,6 avenue du professeur André Lemierre,75020,false,Paris,3,,,,,,,,,,,,
Mairie de Jouy-le-Moutier,4442,true,95323,17 allée des Eguerêts,95280,false,Jouy-le-Moutier,4,,,,,,,,,,,,
Centre communal d'action sociale de Jouy-le-Moutier,4443,true,95323,"17, allée des Éguérets",95280,false,Jouy-le-Moutier,6,,,,,,,,,,,,
Pôle social du Pré Saint-Gervais,4444,true,93061,84 bis rue André Joineau,93310,false,le Pré Saint-Gervais,6,,,,,,,,,,,,
PIMMS MEDIATION VAL PARISIS,4445,true,95424,2 RESIDENCE DE LA GARE,95370,true,MONTIGNY LES CORMEILLES,7,,,,,,,,,,,,
PIMMS GARGES-SARCELLES,4446,true,95268,2 avenue du Générale de Gaulle,95140,true,GARGES-LES-GONESSE,3,,,,,,,,,,,,
France-services Vigny,4447,true,95658,1 rue du général leclerc,95450,true,vigny,2,,,,,,,,,,,,
CIAS Carnelle Pays de France,4448,true,95594,5 rue de la Fontaine,95270,true,SEUGY,7,2,5,,,1,,,1,,3,,
Maison de quartier et de la citoyenneté Sohane,4449,true,93010,162-164 route de villemomble,93140,false,Bondy,2,1,2,,,1,,,1,,,,
Service emploi,4451,true,91340,1 place du générale leclerc,91090,false,Lisses,1,,,,,,,,,,,,
MAISON DE L'EMPLOI ET DE LA FORMATION LAON,4452,true,02408,4a avenue Carnot,02000,false,LAON,4,56,89,30,,,,,28,16,13,1,1
Centre social La Passerelle,4453,true,77053,Allée Claude Tournier,77170,false,Brie-comte-robert,5,16,55,4,6,8,,,7,3,22,1,4
France Services d'Etréchy,4454,true,91226,26 rue Jean Moulin,91580,true,Etréchy,4,4,,,,,,,,,,,
CCAS de LIEUSAINT,4455,true,77251,50 rue de Paris,77127,false,LIEUSAINT,1,,,,,,,,,,,,
RESIDENCE AUTONOMIE MAURICE UTRILLO,4456,true,95582,11 RUE HENRY DUMONT,95110,false,SANNOIS,2,6,8,6,,2,,,,,,,
France services de Sillé-le-Guillaume,4457,true,72334,28 place de la République,72140,true,SILLÉ-LE-GUILLAUME,2,22,4,,,,,,3,,,,1
Association CAFES,4458,true,38269,17 avenue du Docteur TAGNARD,38350,false,La Mure,2,1,,,,,,,,,,,
MJC Persan,4459,true,95487,90 avenue gaston Vermeire,95340,false,Persan,2,,,,,,,,,,,,
France Service de Dourdan,4460,true,91200,square Great Dunmow,91410,true,Dourdan,2,5,4,,,1,,,,3,,,
France Services Pesmes,4462,true,70327,11 Grande Rue,70140,true,Pesmes,1,,,,,,,,,,,,
France Services du Triangle Vert,4463,true,70478,27 grande Rue,70240,true,SAULX,1,,,,,,,,,,,,
Espace France Services,4464,true,71442,7 rue Thernaud,71510,true,Saint-Léger-sur-Dheune,1,,,,,,,,,,,,
Communauté de communes des Hauts du Val de Saône,4465,true,70292,Pré Jean Roche,70500,true,Jussey,3,2,,,,,,,,,,,
France services de SEIGNELAY,4466,true,89382,6 RUE GATELOT,89250,true,SEIGNELAY,1,,,,,,,,,,,,
France Services Appoigny,4467,true,89013,26 rue Chatel Borgeois,89380,true,APPOIGNY,1,,,,,,,,,,,,
CMS RIOZ,4468,true,70447,Rue Clair Soleil,70190,false,RIOZ,5,,,,,,,,,,,,
France Services de Varennes-Vauzelles,4469,true,58303,54 avenue Louis Fouchère,58640,true,VARENNES-VAUZELLES,3,127,257,100,,9,,,13,22,53,27,33
CMS LURE,4470,true,70310,12 RUE DU STADE,70200,false,LURE,8,,,,,,,,,,,,
CMS SAINT LOUP,4471,true,70194,14 BIS RUE DE LA VIOTTE,70800,false,SAINT LOUP,11,,,,,,,,,,,,
Dijon métropole,4472,true,21231,40 avenue du Drapeau,21000,false,DIJON,1,,,,,,,,,,,,
Mairie de CHENY,4473,true,89099,6 rue de la Mairie,89400,false,CHENY,2,,,,,,,,,,,,
CPR Antenne de Dijon,4474,true,21231,10 avenue du Maréchal Foch Immeuble Le Mazarin 3ème étage,21000,true,DIJON,3,,,,,,,,,,,,
ESPACE ROGER GRIBET - CENTRE SOCIOCULTUREL,4475,true,58134,1 rue Paul Vaillant Couturier,58160,true,IMPHY,2,,,,,,,,,,,,
France Services/La Poste Dornes,4476,true,58104,55 PLACE DE LA MAIRIE,58390,true,DORNES,3,,,,,,,,,,,,
La Ressourcerie 90,4478,true,90010,3 rue de Soissons,90000,false,Belfort,1,,,,,,,,,,,,
l'Attribut,4479,true,58064,14-16 Grande rue,58350,true,Châteauneuf-Val de Bargis,2,,,,,,,,,,,,
Département de Haute-Saône,4480,true,70550,23 RUE DE LA PREFECTURE,70000,false,VESOUL,21,2,1,,,,,,1,,,,
MAIRIE DE ERCHING,4481,true,57196,29 RUE PRINCIPALE,57720,false,ERCHING,1,,,,,,,,,,,,
MEDIATHEQUE ELIANE CHARTIER,4482,true,10081,25 BIS AVENUE ROGER SALENGRO,10600,false,LA CHAPELLE SAINT LUC,1,12,24,12,,2,,,2,2,3,2,1
Mission locale du Nord Ouest Aubois,4483,true,10323,32 rue Milford HAVEN,10100,false,Romilly sur Seine,10,2,,,,,,,,,,,
Mairie de quartier-France services Epernay-Bernon,4484,true,51230,1 avenue de Middelkerke,51200,true,EPERNAY,3,1,,,,,,,,,,,
France Services Vic le comte,4486,true,63457,parvis de l'hôtel de ville,63270,true,vic le comte,3,2,5,,,,,,,,,,5
Mairie de Vineuil,4487,true,41295,rue de la République,41350,true,VINEUIL,3,41,,,,,,,,,,,
MAIRIE DE ROUZIERS DE TOURAINE,4488,true,37204,5 RUE DU 11 NOVEMBRE,37360,false,ROUZIERS DE TOURAINE,2,,,,,,,,,,,,
Communauté de Communes de l'Alta Rocca,4489,true,2A142,Rue Sorba,20170,true,Levie,4,2,,,,,,,,,,,
CPR Antenne de Limoges,4490,true,87085,30 rue Aristide Briand,87100,true,LIMOGES,2,,,,,,,,,,,,
CPR Antenne de Bordeaux,4491,true,33199,"58 bis, rue Amédèe Saint-Germain  CS 11920",33082,true,Bordeaux Cedex,4,,,,,,,,,,,,
CCAS de la Ville de NANCY,4492,true,54395,5 rue Léopold LALLEMENT,54000,false,NANCY,19,4,12,2,,4,,,,5,,,1
