Name,ID,Is Active,City Insee Code,Address,Zip Code,France Services Label,City,Nombre d'aidants,Question 110 → Nombre D'usagers Uniques,Question 109 → Nombre De Demarche Par Structure,Question 99 → Nombre Demarche Argent,Question 107 → Nombre Demarche Etranger,Question 103 → Nombre Demarche Famille,Question 106 → Nombre Demarche Justice,Question 108 → Nombre Demarche Loisirs,Question 102 → Nombre Demarche Papier,Question 104 → Nombre Demarche Social,Question 105 → Nombre Demarche Transport,Question 113 → Nombre Demarche Travail,Question 114 → Nombre Demarche Logement
Pôle Medico-social de Meythet,216,true,74010,"Imeuble le Rabelais,21  rte de frangy",74960,false,,6,5,5,,,,,,,3,,2,
Pôle médico-social de Gaillard,217,true,74133,"6 Impasse des Hutins, Gaillard",74240,false,,8,,,,,,,,,,,,
pôle médico-social de St Jeoire,218,true,74205,place de l'église,74490,false,,5,,,,,,,,,,,,
Mairie Jugon Les Lacs Commune Nouvelle,219,true,22145,23 rue de Penthièvre  22270 Jugon-les-Lacs - Commune nouvelle,22270,false,,6,1,,,,,,,,,,,
France Services MONSOLS DEUX-GROSNES,220,true,69135,6 place de la fontaine MONSOLS,69860,true,,2,,,,,,,,,,,,
FabLab H3O,221,true,97402,11 Cite Artisanale,97412,false,Bras-Panon,8,,,,,,,,,,,,
CCAS de Kani-Keli,222,true,97609,1 Rue de la Mairie,97625,false,Kani-Kéli,10,,,,,,,,,,,,
France Services Mareuil,223,true,24253,Boulevard Bouteiller,24340,true,Mareuil en Périgord,1,14,188,15,,6,,,13,5,35,114,
Mairie de CHATEAUBERNARD,226,true,16102,2 rue de la commanderie,16100,false,,1,1,,,,,,,,,,,
CCAS de Fougères,227,true,35115,88 Rue de la Forêt 35300 Fougères,35300,false,,8,1,,,,,,,,,,,
Commune de Saint-Solve,228,true,19153,2 route de la Gare 19130 Saint-Solve,19130,false,,1,,,,,,,,,,,,
Prefecture de la Vienne,229,true,86194,7 Place Aristide Briand 86000 Poitiers,86000,false,,3,,,,,,,,,,,,
Communauté de Communes du Pays de Saint-Yrieix,230,true,87187,Rue du 8 mai 1945 87500 Saint-Yrieix-la-Perche,87500,false,Saint-Yrieix-la-Perche,3,35,78,,,2,,,,15,54,6,1
Commune de Saint Aubin du Cormier,231,true,35253,"3, rue de la Libération 35140 Saint-Aubin-du-Cormier",35140,false,,2,,,,,,,,,,,,
Maison France Service MTSAMBORO,232,true,97612,"Maison France Service, 12 Avenue du Stade de foot d'Hamjago",97630,false,M'TSAMBORO,8,,,,,,,,,,,,
Accueil des Gens du Voyage en Ille et Vilaine,233,true,35238,9 Rue François Tanguy-prigent 35000 Rennes,35000,false,,9,2,14,,,,,,3,1,10,,
CCAS de Saint-Louis (La Réunion),234,true,97414,5 rue Victor Hugo - CS 41006 - SAINT-LOUIS CEDEX,97450,false,SAINT-LOUIS,40,257,89,,,3,,,,84,,,2
CCAS Dunkerque - Antenne de Malo-les-Bains/Rosendaël,235,true,59183,Place Ferdinand Schipman,59240,false,,11,1,,,,,,,,,,,
Médiathèque Antoon Krings,236,true,59249,"9, rue Faidherbe",59610,false,,3,1,,,,,,,,,,,
"MonAssisatnt Numérique, Littoral Opale",237,true,62560,25 rue les Fermettes,62250,false,,1,,,,,,,,,,,,
CCAS TOURCOING ACTIFS EMPLOI,238,true,59599,30 rue des Ursulines,59200,false,Tourcoing,42,40,48,1,3,5,,,2,3,1,33,
CCAS Evian,239,true,74218,2 ruelle de Nant d'Enfer,74500,false,EVIAN,3,,,,,,,,,,,,
Mon Assistant Numérique Vichy,240,true,03043,33 Rue de Lourdy 03110 Vendat,03110,false,,1,,,,,,,,,,,,
CCAS Aulnoy-lez-Valenciennes,241,true,59606,2 Rue Jacques Prévert 59300 Aulnoy-lez-Valenciennes,59300,false,,5,,,,,,,,,,,,
PMS Seyssel,242,true,74269,26 route de Savoie,74910,false,,4,,,,,,,,,,,,
VAL BLEU,243,true,59606,57 AV DESANDROUIN,59300,false,,1,,,,,,,,,,,,
ASSOCIATION FAMILLES RURALES CHAVANAY,244,true,42168,25 RUE DES REMPARTS,42410,false,,2,6,5,2,,,,,,1,,2,
Maison des solidarités Ambert,245,true,63113,24 Rue Saint-esprit 63000 Clermont-Ferrand/ 9 RUE DES CHAZEAUX,63000,false,Ambert,8,,,,,,,,,,,,
MDS Billom,246,true,63040,Avenue de la république   Billom,63160,false,Billom,7,,,,,,,,,,,,
Maison France Services Saint-Gervais-d'Auvergne,247,true,63354,1 rue du Général Desaix 63390 Saint-Gervais-d'Auvergne,63390,true,Saint Gervais d'Auvergne,5,7,46,4,,2,,,,4,30,,6
PMS CRUSEILLES,248,true,74052,87 route d'annecy,74350,false,,5,,,,,,,,,,,,
PMS La Balme de Sillingy,249,true,74272,26 route de Vivelle,74330,false,,5,,,,,,,,,,,,
FRANCE SERVICES FLEURIE,250,true,69084,14 RUE DE WETTOLSHEIM RESIDENCE LE VERDONNET,69820,true,,2,,,,,,,,,,,,
CHRS AJAR,251,true,59606,102 Avenue de Reims 59300 Valenciennes,59300,false,,10,,,,,,,,,,,,
MIFE / BIJ,252,true,01053,8 Boulevard de Brou 01000 Bourg-en-Bresse,01000,false,,4,,,,,,,,,,,,
France services itinérant du Vermandois,253,true,02065,RTE NATIONALE 44,02420,true,BELLICOURT,5,81,133,,,1,,,23,8,,93,8
CCAS LANGUIDIC,254,true,56101,2 RUE DE LA MAIRIE,56440,false,,2,,,,,,,,,,,,
CCAS DE BANDRABOUA,255,true,97602,238 RUE DE L'HOTEL DE VILLE,97650,false,,11,1,,,,,,,,,,,
PIMMS DE QUIMPER CORNOUAILLE,256,true,29232,2 RUE ILE DE MAN,29000,false,Quimper,2,,,,,,,,,,,,
Ccas de Sada,257,true,97616,RUE DU GRAND CADI,97640,false,Sada,22,1,,,,,,,,,,,
Mission Locale du Pays de Vitré,258,true,35360,"9 PLACE DU CHAMP DE FOIRE, 35500, VITRE",35500,false,,2,,,,,,,,,,,,
La Poste Sens-de-Bretagne,259,true,35326,5005 PL DE LA GARE,35490,false,Sens-de-Bretagne,3,,,,,,,,,,,,
Centre Communal d'Action Sociale de Dzaoudzi-Labattoir,260,true,97608,11 rue Papa Albert BP 221,97615,false,,10,,,,,,,,,,,,
EMERAUDE COMPETENCES MFR,261,true,35288,5 Rue Emmanuel le Guen 35400 Saint-Malo,35400,false,,2,,,,,,,,,,,,
CENTRE COMMUNAL D'ACTION SOCIALE DE DEMBENI,262,true,97607,PL DE LA MAIRIE,97660,false,DEMBENI,5,,,,,,,,,,,,
Maison de l'Emploi et des services Bain-de-Bretagne,263,true,35012,"Bâtiment ""Le Steriad"" 2 allée de l'Ille, parc d'activités de Château Gaillard 35470 Bain-de-Bretagne",35470,false,Bain-de-Bretagne,1,,,,,,,,,,,,
Mairie Évran,264,true,22308,"12 Rue de la Mairie, 22630  Evran",22630,false,,1,5,,,,,,,,,,,
Médiathèque Alfred Jarry,265,true,35334,"Place de l'Europe, 35235 Thorigné-Fouillard, France",35235,false,,2,,,,,,,,,,,,
CCAS COTEAUX DU BLANZACAIS,266,true,16046,2 Route de Villebois Lavalette 16250 Coteaux-du-Blanzacais,16250,false,,3,,,,,,,,,,,,
Communauté de communes du Pays entre Loire et Rhône,267,true,42289,6 RUE DE LA TETE NOIRE,42470,false,Saint Symphorien de Lay,5,2,4,,,,,,,3,1,,
COMMUNAUTE DE COMMUNES DU PAYS GRENADOIS,268,true,40240,14 Place des Tilleuls 40270 Grenade-sur-l'Adour,40270,false,,3,12,42,5,,1,,,4,5,5,21,1
MAIRIE DE TAISNIERES EN THIERACHE,269,true,59331,La Place 59550 Taisnières-en-Thiérache,59550,false,,1,2,,,,,,,,,,,
CAESM - Direction de la Cohésion Sociale,270,true,97207,1 rue Zizine et des Etages,97224,false,Martinique,6,114,523,26,,62,,,25,279,21,84,26
Mairie de Baignes-Sainte-Radegonde,271,true,16025,30 rue du Général de Gaulle,16360,false,,3,,,,,,,,,,,,
EPN Montanou,272,true,47001,Rue de Montanou,47000,false,,2,,,,,,,,,,,,
EPN Barleté,273,true,47001,Rue Marcel Pagnol,47000,false,,0,,,,,,,,,,,,
France Services Le Dorat,274,true,87059,14 Rue Robert Lapeyriere,87210,true,LE DORAT,2,27,,,,,,,,,,,
Maison France Services de Pontgibaud,275,true,63285,5 rue du frère Genestier 63230 Pontgibaud,63230,true,PONTGIBAUD,4,,,,,,,,,,,,
Maison France Services de Giat,276,true,63165,1 place du champs de foire,63620,true,GIAT,3,,,,,,,,,,,,
Maison France Services de Bourg Lastic,277,true,63048,4 route de Tulle,63760,true,BOURG LASTIC,3,1,,,,,,,,,,,
Maison France Services de Herment,278,true,63470,Grande rue,63470,true,HERMENT,2,,,,,,,,,,,,
Maison France Services Pontaumur,279,true,63283,6 Avenue du Marronnier Pontaumur,63380,true,PONTAUMUR,8,2,6,,,,,,1,,5,,
MDS ST ELOY,280,true,63338,10 RUE JEAN JAURES SAINT ELOY LES MINES,63700,false,,3,1,,,,,,,,,,,
Mon Assistant Numérique Limoges,281,true,87085,23 rue du crucifix,87000,false,,1,,,,,,,,,,,,
PIMMS AMPLEPUIS,284,true,69006,Place de la Gare 69550 Amplepuis,69550,false,,0,,,,,,,,,,,,
centre social Moulin à Vent,285,true,69259,47 Rue du Professeur Roux 69200 Vénissieux,69200,false,,2,,,,,,,,,,,,
Maison du Rhône de Beaujeu,286,true,69018,35 rue de la Chapelle du Prince,69430,false,,8,2,3,,,,,,1,,,2,
Maison du Rhône de Chaponost,287,true,69043,2 Route des Troques,69630,false,,7,,,,,,,,,,,,
Association ESTIME,288,true,69199,3 ALL DU MERLE ROUGE,69190,false,,2,,,,,,,,,,,,
France Services Pays Mornantais,289,true,69241,RTE ST LAURENT D'AGNY,69440,true,MORNANT,7,,,,,,,,,,,,
CCAS de Langueux,291,true,22106,2 Rue de Brest 22360 Langueux,22360,false,,2,,,,,,,,,,,,
CCAS de Theix-Noyalo,292,true,56251,PL DU GENERAL DE GAULLE CS 70050,56450,false,,1,4,16,2,,1,,,1,4,,8,
CCAS de LAMBRES-LEZ-DOUAI,295,true,59156,1 Rue Jules Ferry 59552 Lambres-lez-Douai,59552,false,,2,31,,,,,,,,,,,
FRANCE SERVICES EBREUIL,296,true,03107,21 ALLEE DU CHEMIN DE FER,03450,true,EBREUIL,5,42,534,4,,5,,,21,154,44,280,26
ULAMiR-CPIE Pays de Morlaix,297,true,29113,"Salle Steredenn, 29620, LANMEUR",29620,false,,3,,,,,,,,,,,,
Le CISI (Chantier d'Insertion Sud Isère),298,true,38545,24 Avenue de Rivalta 38450 Vif,38450,false,,2,,,,,,,,,,,,
Association Départementale des Pupilles de l'Enseignement Public de l'Allier,299,true,03321,Rue de Bellevue 03400 Yzeure,03400,false,,2,,,,,,,,,,,,
Cyberlan,300,true,56098,1 RUE LOUIS ARAGON 56600 LANESTER,56600,false,,2,,,,,,,,,,,,
commune,301,true,38130,306 Route de Beaurepaire (Semons) 38260 Porte-des-Bonnevaux,38260,false,,1,,,,,,,,,,,,
France Services Plélo,302,true,22182,"PL DU 11 NOVEMBRE, 22170, Plélo",22170,true,,3,48,273,,,27,,,2,8,,236,
centre commnual d'action sociale de Trégueux,303,true,22360,1 RUE DE LA REPUBLIQUE 22950 Trégueux,22950,false,,2,3,,,,,,,,,,,
CCAS de Lallaing,304,true,59327,44 rue Faidherbe 59167 Lallaing,59167,false,,4,,,,,,,,,,,,
Association Familles Rurales des Collines,305,true,26148,1 Square Ferdinand Cheval,26390,false,HAUTERIVES,2,,,,,,,,,,,,
CCAS commune Saint Didier de Formans (Ain),306,true,01427,100 Rue de la Mairie 01600 Saint-Didier-de-Formans,01600,false,,1,2,1,,,,,,,,1,,
CIAS du Val de Drôme en Biovallée,307,true,26108,96 Ronde des Alisiers 26400 Eurre,26400,false,,3,,,,,,,,,,,,
FRANCE SERVICES ANOR,308,true,59012,9 RUE GEORGES CLEMENCEAU,59186,true,,1,,,,,,,,,,,,
FRANCE SERVICES LIVRON,309,true,26165,90 avenue Joseph Combier,26250,true,,3,,,,,,,,,,,,
FRANCE SERVICES LORIOL-SUR-DRÔME,310,true,26166,Place de la Fraternité,26270,true,Loriol sur Drome,1,,,,,,,,,,,,
MSAP BEAUFORT SUR GERVANNE,311,true,26108,route de Suze 26400 BEAUFORT SUR GERVANNE,26400,false,,2,,,,,,,,,,,,
"France services Haut-Bugey, Nantua",312,true,01283,57 Rue René Nicod 01100 Oyonnax,01100,true,,1,,,,,,,,,,,,
MAIRIE DE FRIERES-FAILLOUEL,313,true,02336,6 Place André Rullier,02700,false,Frières-Faillouël,1,,,,,,,,,,,,
CCAS de Beauvais,314,true,60057,1 Rue Desgroux 60000 Beauvais,60000,false,,2,6,41,,,,,,,,34,,7
France services Coeur de Savoie de Valgelon La Rochette,315,true,73171,Place Albert Serraz 73800 Montmélian,73800,true,,4,,,,,,,,,,,,
CCAS de BADEN,316,true,56008,17C rue Gilles Gahinet,56870,false,,2,,,,,,,,,,,,
CCAS de Gaillard,317,true,74133,cours de la république,74240,false,Gaillard,6,3,11,,,1,,,1,8,,,1
MDS Cournon,318,true,63124,34 place Jean Jaurès,63800,false,,11,4,9,1,,,,,,1,,6,1
France Services AGORA,319,true,57490,05 rue Berthelot,1500,true,,3,,,,,,,,,,,,
France Services Albarine,320,true,57490,108 rue de Docteur Temporal,1230,true,,0,,,,,,,,,,,,
Centre Communal d'Action Sociale de Wallers-Arenberg,321,true,59632,15 Rue Marcel Danna 59135 Wallers,59135,false,,5,2,,,,,,,,,,,
"Centre socio-culturel ""Le nouvel'air""",323,true,59036,26 bis rue des prés,59440,false,AVESNES-SUR-HELPE,3,4,62,6,,13,,,15,23,,,5
CCAS de Roubaix,324,true,59512,9 RUE PELLART,59100,false,,29,176,1393,688,228,213,10,,12,96,,62,84
CCAS - Mairie de LA CLUSAZ,325,true,74080,1 PL DE L'EGLISE,74220,false,,2,,,,,,,,,,,,
CCAS de PETITE-FORET,326,true,59459,80 RUE JEAN JAURES,59494,false,,5,2,,,,,,,,,,,
Mon Assistant Numérique Chalon-sur-Saône,327,true,71343,1 Rue Neuve 71150 Rully,71150,false,,1,,,,,,,,,,,,
Centre de Ressources Numériques de Bellevue,328,true,71014,rue des Maquis de l'Autunois,71400,false,,5,1,2,,,,,,,,2,,
France Services Rougemont,329,true,25567,5 place du marché,25680,true,,1,,,,,,,,,,,,
Maison des Séniors,330,true,25056,8 Rue Pasteur,25000,false,Besançon,12,4,12,,,,,,,12,,,
MSAP L'Isle sur le Doubs,331,true,25315,10 rue des Prés Verts,25250,false,,2,2,19,1,,4,,,,4,3,5,2
MSAP Clerval,332,true,25018,Place de l'hôtel de ville,25340,false,,0,,,,,,,,,,,,
Bibliothèque Médiathèque François Mitterrand,333,true,21166,PLACE COLUCHE,21300,false,,1,,,,,,,,,,,,
CCAS BOURG DE PEAGE,334,true,26004,RUE DU DOCTEUR EYNARD,26300,false,,3,,,,,,,,,,,,
UTAS ST QUENTIN,335,true,02691,32 BD Camille GUERIN,2100,false,Saint Quentin,68,34,61,31,,12,,,1,15,,,2
CCAS Mairie de Prévessin-Moëns,337,true,01313,27 Chemin de l'Eglise,01280,false,Prévessin-Moëns,3,,,,,,,,,,,,
France Services itinérant du Montreuillois,338,true,62041,Rue André Gatoux,62000,true,,8,2,1,,,,,,,,1,,
Bibliothèque municipale - Mairie le Touvet,339,true,38511,700 GRANDE RUE,38660,false,Le Touvet,2,,,,,,,,,,,,
Conseil départemental de Mayotte,340,true,97611,RUE DU COMMERCE,97600,false,MAMOUDZOU,50,4,,,,,,,,,,,
LA POSTE   LACHAPELLE-AUX-POTS,341,true,60591,10 Avenue Tristan Klingsor,60650,false,,0,,,,,,,,,,,,
CCAS DE MAMOUDZOU,342,true,97611,BOULEVARD HALIDI SELEMANI MAMOUDZOU  HOTEL DE VILLE,97600,false,,3,2,,,,,,,,,,,
Centre Communal d'Action Sociale de M'Tsangamouji,343,true,97602,407 Boulevard Amir Ridjali,97650,false,,8,1,,,,,,,,,,,
CCAS de Chirongui,344,true,97604,PL DE L'HOTEL DE VILLE,97620,false,,16,,,,,,,,,,,,
CENTRE COMMUNAL D'ACTION SOCIALE PAMANDZI,345,true,97615,PL DE LA MAIRIE,97615,false,PAMANDZI,6,2,,,,,,,,,,,
France Services Saint Philippe,346,true,97417,28 C rue Leconte de Lisle,97442,true,,3,,,,,,,,,,,,
Association Réunionnaise d'Education Populaire,347,true,97416,CITE SIDR FRONT DE MER,97410,false,SAINT-PIERRE,14,2,,,,,,,,,,,
Webcup Campus Saint-Pierre,348,true,97416,2 rue Bory Saint-Vincent,97410,false,,13,,,,,,,,,,,,
Webcup Campus Saint-Denis,349,true,97411,208 RUE DU MARECHAL LECLERC,97400,false,,4,,,,,,,,,,,,
France Services Argentonnay,350,true,79013,4 PL LEOPOLD BERGEON,79150,true,,2,,,,,,,,,,,,
COMMUNE DE VARS SUR ROSEIX,351,true,19279,4 Rue des écoles,19130,false,VARS-SUR-ROSEIX,1,,,,,,,,,,,,
france services mansac,352,true,19124,23 RUE PRINCIPALE,19520,true,,3,,,,,,,,,,,,
Bains Douches Numériques de Tulle,353,true,19272,1 Place Martial Brigouleix,19000,false,,2,,,,,,,,,,,,
france services Sauzé-Vaussais,354,true,79150,40 grand rue,79190,true,,5,,,,,,,,,,,,
MAIRIE DE MONTGIBAUD,355,true,19121,15 PLACE DES TILLEULS,19210,false,,1,2,,,,,,,,,,,
Maison France Services de La Force,356,true,24222,2 rue Jean Miquel,24130,true,La Force,3,148,228,47,,17,,,18,35,93,16,2
France Services de Rochechouart,357,true,87126,2 place des Halles,87600,true,,2,19,,,,,,,,,,,
France services Chef-Boutonne,358,true,79083,7 avenue de l'hôtel de ville,79110,true,,3,,,,,,,,,,,,
prefecture de la gironde,359,true,33063,ESP CHARLES DE GAULLE,33000,false,,2,,,,,,,,,,,,
Mairie de Saint-Georges,360,true,47328,1 place de la Mairie,47370,false,Saint-Georges,1,,,,,,,,,,,,
MAIRIE DE BONNES,361,true,16254,Mairie 02 Place de la Mairie,16390,false,,1,,,,,,,,,,,,
Espace Frances Services GROIX,363,true,56069,PL de la Mairie,56590,true,Groix,1,1,1,,,,,,,1,,,
France services Plouarzel,364,true,29177,PL DU GENERAL DE GAULLE,29810,true,,2,3,3,,,,,,1,,2,,
Espace Initiatives Emploi - Point Accueil Emploi,365,true,22278,47 Rue du Docteur Rahuel -  Saint-Brieuc,22000,false,Saint-Brieuc,4,,,,,,,,,,,,
Médiathèque de Langueux,366,true,22106,9 rue Saint Pern,22360,false,,2,,,,,,,,,,,,
Espace Carouët - Médiathèque,367,true,22261,Place de la Mairie - 22400 Coëtmieux,22400,false,Coëtmieux,1,,,,,,,,,,,,
COMMUNE DE LA ROCHELLE - MAIRIE DE PROXIMITE DE LALEU,368,true,17300,21 Rue de la Muse,17000,false,La Rochelle,3,2,,,,,,,,,,,
Espace France Services d'ETANG S/ARROUX,369,true,71251,"2 bis rue d'Autun, 71 190 ETANG S/ARROUX",71190,true,,6,,,,,,,,,,,,
Mission numérique du Pays Nivernais Morvan,371,true,58037,"114 Route d'Avallon, 58140 Lormes",58140,false,,4,,,,,,,,,,,,
Centre social Le trait d'union,372,true,71306,18 rue carnot,71300,false,Montceau-les-Mines,6,18,,,,,,,,,,,
Commune de Mérey-Vieilley,375,true,25444,"5, rue des Fontaines-Lavoirs",25870,false,,2,,,,,,,,,,,,
France services Guillestrois - communauté de communes du Guillestrois et du Queyras,376,true,05065,Bp 12 chemin  des écoles,05600,true,Guillestre,5,5,2,1,,,,,,,1,,
A Votre Service,377,true,06088,10 Avenue des Bosquets 06200 Nice,06200,false,,1,,,,,,,,,,,,
C.C.A.S & Maison des Services de Proximité Ville de PEYNIER,378,true,13072,10 Cours Albéric Laurent 13790 Peynier,13790,false,Peynier,2,,,,,,,,,,,,
Centre de ressources des hauts pays alpins,379,true,05179,3 Rue Anatole-france 05400 Veynes,05400,false,,1,,,,,,,,,,,,
Mairie de COGOLIN,380,true,83068,2 Place de la Republique 83310 Cogolin,83310,false,,3,2,,,,,,,,,,,
CCAS de Montigny les Cormeilles,381,true,95424,14 RUE FORTUNE CHARLOT,95370,false,,4,26,167,19,,24,1,,12,82,3,17,9
France Services Calacuccia,382,true,2B047,Piazza al Fornu,20224,true,Calacuccia,3,,,,,,,,,,,,
communauté de communes LACS ET GORGES DU VERDON - ESPACE FRANCE SERVICES,383,true,83007,Place Martin Bidouré,83630,true,,7,4,,,,,,,,,,,
Centre Communal d'Action Sociale d'APT,384,true,84003,29 Place Carnot 84400 Apt,84400,false,,5,,,,,,,,,,,,
PIMMS MEDIATION NICE COTE D'AZUR,385,true,06088,23 avenue emile ripert,06300,false,Nice,4,,,,,,,,,,,,
Association OPRA - Centre Social François Marchetti,386,true,2B033,Route Royale - 20600 Bastia,20600,false,BASTIA,7,1,,,,,,,,,,,
P A M  (Point d'Accès Multimédia),387,true,2A130,Quartier Valdo  -  20128 Grosseto-Prugna,20128,false,Grosseto-Prugna,4,,,,,,,,,,,,
VICO,388,true,2A348,CRS JEAN ETIENNE COLONNA,20160,false,,0,,,,,,,,,,,,
Service état civil de Toulon,389,true,83137,AVENUE DE LA REPUBLIQUE,83000,false,Toulon,6,,,,,,,,,,,,
Centre de compétences numériques Avenir 84,390,true,84007,27 bis Avenue de la Trillade 84000 Avignon,84000,false,,6,58,63,3,,20,,,3,6,15,9,7
Tiers-Lieu Sainte-Marthe,391,true,06069,21 Avenue Chiris 06130 Grasse,06130,false,,3,,,,,,,,,,,,
France Services Queyras,392,true,34172,Place Jean Léa,05470,true,Queyras,4,5,,,,,,,,,,,
mairie de BERRE LES ALPES,393,true,06015,39 AVENUE PAUL GRANET,06390,false,BERRE LES ALPES,1,,,,,,,,,,,,
Mairie de quartier des 4 chemins des routes - Commune de Toulon,395,true,83137,25 place bouzigues,83200,false,,3,,,,,,,,,,,,
Mairie de quartier du Pont du Las - Ville de Toulon,396,true,83137,447 avenue du XVème Corps,83000,false,,1,4,,,,,,,,,,,
Mairie de quartier du Mourillon - Ville de Toulon,397,true,83137,Rond-Point de l'Artillerie de marine,83000,false,Toulon,1,69,1,,,,,,1,,,,
Mairie de quartier de Saint-Jean-du-Var,398,true,83137,429 Boulevard du Maréchal Joffre,83100,false,,1,6,,,,,,,,,,,
Mairie de quartier de la Serinette - Ville de Toulon,399,true,83137,974 avenue François Nardi,83000,false,,2,,,,,,,,,,,,
Association AAGESC,400,true,13103,101 Rue de Copenhague 13300 Salon-de-Provence,13300,false,,3,,,,,,,,,,,,
CENTRE COMMUNAL D'ACTION SOCIALE SERVICE SOCIAL SALON DE PROVENCE,401,true,13103,Avenue Michelet,13300,false,SALON DE PROVENCE,17,,,,,,,,,,,,
Espace Public Numérique de Calenzana,402,true,2B049,MAISON ST MICHEL,20214,false,,2,,,,,,,,,,,,
Pole formation du pays d'Arles,403,true,13004,4 B AV VICTOR HUGO,13200,false,Arles,3,1,,,,,,,,,,,
France services des Jardins de l'Empereur- Ajaccio,404,true,2A004,Avenue de la grande armée - Les Jardins de l'Empereur - Tour Napoléon,20000,true,,4,,,,,,,,,,,,
FRANCE SERVICES ARNAC LA POSTE,405,true,75115,9 RUE DU COLONEL PIERRE AVIA,75015,true,,2,3,,,,,,,,,,,
SIJE (service d'accompagnement et d'Information Jeunesse d'Etampes) et son EPN (Espace Public Numérique),406,true,91223,12 rue Magne,91150,false,,12,,,,,,,,,,,,
Centre Communal d'Action sociale de  BRETIGNY-SUR-ORGE,407,true,92026,44 RUE DE LA MAIRIE,92400,false,,7,46,76,16,,15,,,,28,,16,1
France Services de Coeur Essonne Agglomération,408,true,91021,4 rue du Docteur Verdié,91290,true,,2,,,,,,,,,,,,
CCAS,409,true,91425,1 Rue Blanche de Castille,91310,false,,2,,,,,,,,,,,,
CHRS LES BUISSONNETS,410,true,91122,72 Route de Chartres 91440 Bures-sur-Yvette,91440,false,,7,,,,,,,,,,,,
Mairie de Bois-Colombes,412,true,92009,15 RUE CHARLES DUFLOS,92270,false,Bois-Colombes,1,,,,,,,,,,,,
Centre socioculturel Louise Michel,413,true,92004,19 Rue Henri Poincaré 92600 Asnières-sur-Seine,92600,false,,6,,,,,,,,,,,,
CSC Europe - COLOMBES,414,true,92025,32 av de l'Europe,92700,false,,1,,,,,,,,,,,,
CCAS de Domont,415,true,95199,47 RUE DE LA MAIRIE,95330,false,Domont,2,,,,,,,,,,,,
MON ASSISTANT NUMÉRIQUE MEAUX,416,true,77257,12 Rue du Vieux Chateau 77440 Lizy-sur-Ourcq,77440,false,,0,,,,,,,,,,,,
CLIC Plaine de l'Ain,417,true,01004,AV DU CHATEAU,01150,false,Ambérieu en Bugey,3,,,,,,,,,,,,
Espace Montluçon Jeunesse,419,true,57490,22 rue des forges,3100,false,,0,,,,,,,,,,,,
Maison Pour Tous du Petit Charran,420,true,26362,30 Rue Henri Dunant,26000,false,,3,1,,,,,,,,,,,
AVENTIC - Maison de services au public de la Vallée de l'Eygues,421,true,26288,285 rue du Village,26510,false,SAHUNE,4,,,,,,,,,,,,
CCAS mairie du Coteau,422,true,42071,PARC ANTOINE BECOT,42120,false,,0,,,,,,,,,,,,
CCAS de Soissons,423,true,02722,28 Boulevard Schumann,02200,false,Soissons,2,1,2,,,,,,,2,,,
France Services Ponthieu Marquenterre,424,true,80688,33 bis route du crotoy,80120,true,Crotoy,6,33,43,,,,,,1,14,4,24,
CENTRE COMMUNAL D'ACTION SOCIALE DE SECLIN,425,true,59560,89 RUE ROGER BOUVRY,59113,false,,2,,,,,,,,,,,,
UTAS de Château-Thierry,426,true,57490,1 rue robert lecart,2400,false,,25,,,,,,,,,,,,
UTAS de Soissons,427,true,02722,7 rue des Francs Boisiers,02200,false,SOISSONS,27,1,,,,,,,,,,,
Espace France Services de la Vallée Dorée,428,true,60134,1 Rue de Nogent 60290 Laigneville,60290,true,,3,13,36,,,1,1,,6,,28,,
Association intermédiaire CRENEAU EMPLOI,429,true,60346,87 Avenue de la Libération,60260,false,Lamorlaye,4,1,,,,,,,,,,,
Service Jeunesse - Bureau Information Jeunesse,431,true,59017,Place du General de Gaulle 59280 Armentières,59280,false,,2,,,,,,,,,,,,
Centre Communal d'Action Sociale QUESNOY SUR DEULE,432,true,59482,Place du General de Gaulle 59890 Quesnoy-sur-Deûle,59890,false,Quesnoy-sur-Deûle,1,,,,,,,,,,,,
Familles Rurales Avesnois Mormal,433,true,59053,1 Chaussée Brunehaut,59570,false,,1,1,,,,,,,,,,,
