Name,ID,UUID,Is Active,City Insee Code,Address,Zip Code,Siret,France Services Label,City,Nombre d'aidants,Question 110 → Nombre D'usagers Uniques,Question 109 → Nombre De Demarche Par Structure,Question 99 → Nombre Demarche Argent,Question 107 → Nombre Demarche Etranger,Question 103 → Nombre Demarche Famille,Question 106 → Nombre Demarche Justice,Question 108 → Nombre Demarche Loisirs,Question 102 → Nombre Demarche Papier,Question 104 → Nombre Demarche Social,Question 105 → Nombre Demarche Transport,Question 113 → Nombre Demarche Travail,Question 114 → Nombre Demarche Logement
IEM Madeleine Fockenberghe,5009,4ee285f9-5566-4cb2-9bd6-fa9ed42fdf3d,true,95277,2 Avenue Robert Schuman,95500,77567631500028.0,false,Gonesse,2,,,,,,,,,,,,
LADAPT Val-d'Oise,5010,f36c1893-95ab-4aca-a908-a0e54c5bfeed,true,95351,Rue du Docteur Paul Bruel,95380,77569338501564.0,false,Louvres,2,,,,,,,,,,,,
Calinzana Numérique,5011,a59d39d5-c90e-4e5c-a55e-35ed5e17dd52,true,,Pôle Culturel - Maison Saint Michel,20214,51855220300011.0,false,Calenzana,1,,,,,,,,,,,,
AMPIL - Action Méditerranéenne Pour l'Insertion sociale par le Logement,5012,faec150c-3eb8-4803-8dfe-ec0301c8fa29,true,13201,14 Rue des Dominicaines,13001,39296758400070.0,false,Marseille,3,,,,,,,,,,,,
Fjt - résidence central'place,5013,e3c67da3-e2eb-493d-86d6-f8763d68e728,true,83137,11 Place d’Armes,83000,30058617900586.0,false,Toulon,1,,,,,,,,,,,,
Mairie de Saint Cezaire sur Siagne,5014,6834b267-90c5-48fd-b20d-20e349796e4a,true,,5 rue de la république,06530,21060118300010.0,false,Saint Cezaire Sur Siagne,1,1,,,,,,,,,,,
Espace Simone Veil d'Angerville,5015,768d04dd-faf9-4279-847f-2d43297158fa,true,,13 Avenue du Général Leclerc,91670,21910016100013.0,true,Angerville,3,,,,,,,,,,,,
CCAS Saint-Jean-de-Boiseau,5016,4d13b016-8063-499c-9070-21903d4f23e1,true,44166,avenue du 11 novembre,44640,26440141500015.0,false,Saint-Jean-De-Boiseau,2,,,,,,,,,,,,
CENTRE SOCIAL SOLAURE JOMAYERE,5017,8f484513-eb9f-4b27-a4e0-b06c42cf7fe7,true,42218,25 rue Ambroise Paré,42100,38088910500017.0,false,Saint Etienne,1,,,,,,,,,,,,
Espace France Services Toulouse Minimes,5018,fbe58332-988b-4ce3-96c9-49f23141e3de,true,31555,4 Place du Marché Aux Cochons,31200,21310555400017.0,true,Toulouse,6,12,106,,,,,,,3,39,64,
Mairie de Pithiviers,5019,827243b1-aaf1-41b0-95ae-cf03335a7043,true,45252,5 Place Denis Poisson,45300,21450252800018.0,false,Pithiviers,1,2,2,,,,,,,,1,,1
ordisol,5020,966d4a82-ab7b-4f3e-ae93-30b19fe25942,true,,4 avenue de Gascogne,31470,83182740700014.0,false,Saint-Lys,1,,,,,,,,,,,,
Espaces Numériques Ville de Fort de France,5021,c50e8635-8e64-4d5c-89ee-070db18f6a7a,true,97209,"CAISSE DES ECOLES - MAIRIE DE FORT-DE-FRANCE

RUE CARLOS FINLAY, ERMITAGE HOPITAL CIVIL,",97200,21972209700017.0,false,Fort-De-France,4,17,,,,,,,,,,,
Association MACHOKET,5022,39adeae1-a7e3-4b35-9088-8213f8c74afc,true,,229 Route de Balata,97234,79838686800029.0,false,Fort De France,3,2,11,7,,3,,,,,,1,
ASSOCIATION DES JEUNES DE TERRAIN SONIS,5023,59761203-555c-49b0-8d23-47cfeb031c77,true,97101,Terrain Sonis cour n°18,97139,81934807900016.0,false,Les Abymes,1,,,,,,,,,,,,
CCAS de Montmorency,5024,e89624bb-61b7-48cf-a1f8-390d9e5b4694,true,95428,17 Avenue Charles de Gaulle,95160,26950085600027.0,false,Montmorency,3,3,,,,,,,,,,,
Association COALLIA - 95,5025,a2dec98b-e809-40c0-9f28-fbdecade2ae3,true,95487,109 Rue Jean Catelas,95340,77568030905396.0,false,Persan,2,,,,,,,,,,,,
Commune de Grisy-les-Plâtres,5026,6299b62d-4411-4317-aa97-27cc90e8a4db,true,95287,10 Rue Robert Machy,95810,21950287900014.0,false,Grisy-Les-Plâtres,3,,,,,,,,,,,,
Association APUI Les Villageoises,5027,42f81202-627f-4731-a397-b73038c59fd2,true,95127,9 Rue de la Justice Mauve,95000,31191624100020.0,false,Cergy,2,,,,,,,,,,,,
CCAS de la Frette-sur-Seine,5028,1e6de623-54a9-4e17-9e52-2c545ad6a076,true,95257,55 Quai de Seine,95530,26950059100012.0,false,La Frette-Sur-Seine,1,1,,,,,,,,,,,
UEROS Bouffémont,5029,3ab1c20b-38d9-4f5c-a46a-d0789ed80a6d,true,95091,5 Rue Pasteur,95570,77568300600024.0,false,Bouffémont,2,,,,,,,,,,,,
ESAT Ezanville,5030,f4b42396-7060-4866-bc4e-585932730877,true,95229,1 Rue de l’Église,95460,77572855300170.0,false,Ézanville,2,,,,,,,,,,,,
Association AURORE Goussainville,5031,4c888bdb-412f-4820-9da4-a43d1c9d4715,true,95280,2 Chemin de la Vierge,95190,77568497003594.0,false,Goussainville,2,,,,,,,,,,,,
Maison des associations et de la jeunesse de Montigny-les-Cormeilles,5032,a83580b2-0333-47d2-902d-fb01527525ba,true,95424,Avenue Aristide Maillol,95370,21950424800010.0,false,Montigny-Lès-Cormeilles,2,,,,,,,,,,,,
Association du Côté des Femmes,5033,0b3ca19b-e244-40b3-9c01-7694482e5fe4,true,95127,21 Avenue des Genottes,95800,33027588400097.0,false,Cergy,3,,,,,,,,,,,,
CCAS de Parmain,5034,edcd5d31-5872-4221-961f-1bcd00293a07,true,95480,Place Georges Clemenceau,95620,26950096300013.0,false,Parmain,1,,,,,,,,,,,,
Communauté de Communes Entre Bièvre et Rhône,5035,26d7b993-4211-453e-a42c-10f82f5e214d,true,38425,9 rue du 19 Mars 1962,38550,20008575100010.0,false,Saint-Maurice-L'Exil,2,,,,,,,,,,,,
CCAS de Genay,5036,72764bd0-11ca-438d-9529-3e223f9df190,true,69278,place de la mairie,69730,26690151100011.0,false,Genay,1,,,,,,,,,,,,
Espace Info Jeunes Saint-Etienne,5037,eea90484-308c-440c-b006-e8a6fdeaf027,true,42218,Avenue Président Emile Loubet,42000,21420218600018.0,false,Saint-Étienne,1,,,,,,,,,,,,
les trompes d'eustache,5038,5d03e3bb-463e-4696-9e6f-472c2324815d,true,26198,3 Place Leopold Blanc,26200,79214594800024.0,false,Montélimar,2,,,,,,,,,,,,
CIAS du Blaisois,5039,be2691c6-1488-43ee-9fbf-e0511309d944,true,,4 rue des CORDELIERS,41029,26415549000016.0,false,Blois Cédex,5,,,,,,,,,,,,
France services itinérant du Vendômois,5040,2d257431-9ce5-4c18-960d-56667602ea43,true,41269,37 Avenue Georges Clémenceau,41100,20007207200016.0,true,Vendôme,4,4,24,,,,,,,11,,13,
France Services La Septaine,5041,d36ac6ef-6806-4202-81ba-16e5a64b7705,true,,56 ter rue Saint Exupéry,18520,24180037400050.0,true,Avord,2,3,5,,,,,,,1,2,2,
MELI - Espace de Vie sociale,5042,a573b2b9-0831-4816-96ac-6a310c18b0c8,true,36088,"18 Rue de la Nation, appartement 60",36100,32339972500015.0,false,Issoudun,3,,,,,,,,,,,,
ESAT Cotra,5043,7378d3e4-7e52-4eaf-8072-32d860aa4ba0,true,78242,7 rue Georges Besse,78330,78461571800227.0,false,Fontenay-Le-Fleury,3,2,4,,,2,,,,2,,,
GENNEVILLIERS INSERTION,5044,ab676ef1-d654-4b5f-8640-347e3b5b15e5,true,92036,177 avenue Gabriel Péri (3ème étage),92230,41126409600016.0,false,Gennevilliers,4,,,,,,,,,,,,
CCAS DE GARCHES,5045,624dc6b1-30ff-4c6a-aa28-ff6740535cb1,true,92033,2 Rue Claude Liard,92380,26920038200019.0,false,Garches,3,,,,,,,,,,,,
Mairie d'ORLY,5046,dd0a2084-23d9-49c9-a1a7-8df09b367b57,true,94054,7 Avenue Adrien Raynal,94310,21940054600269.0,false,Orly,4,3,1,,,,,,1,,,,
Mairie de Butry-sur-Oise,5047,b98064e6-e2b8-4401-8b5f-f0e1370a4558,true,,Place Pierre Blanchard,95430,26950034400016.0,false,Butry-Sur-Oise,1,,,,,,,,,,,,
CCAS Vaux le Penil,5048,4db5cdb7-4b18-4ef0-a46b-fd8c30bf68b7,true,77487,8 Rue des Carouges,77000,21770487300017.0,false,Vaux-Le-Pénil,0,,,,,,,,,,,,
Espaces DECLIC Aulnay-Sous-Bois,5049,ff74794c-db48-49ee-bf1f-ea848c2c76e2,true,,23 Bd de Strasbourg et 8 rue Jacques Duclos,93600,21930005000016.0,false,Aulnay-Sous-Bois,4,,,,,,,,,,,,
LES RAYONS,5050,03d31a8f-4406-4c5c-9436-499f3d65e2b5,true,,47 rue Georges Sand,93240,79418504100025.0,false,Stains,4,,,,,,,,,,,,
SYMGHAV,5051,9ac0dcbd-011c-4751-aa1f-19ffb46b69e0,true,91105,6 Rue du Buisson Rondeau,91650,25910224200049.0,false,Breuillet,2,19,14,4,,2,,,2,5,,1,
Hotel de ville Argenteuil,5052,292d3daa-8681-4526-95f0-08c55758bf84,true,95018,12-14 Boulevard Leon Feix,95100,21950018800012.0,false,Argenteuil,10,,,,,,,,,,,,
Destination Multimédia,5053,b163ee19-4a23-4a12-8e36-c2a91608440c,true,,Immeuble ordinal rue des chauffours,95000,52419833000010.0,false,Cergy,0,,,,,,,,,,,,
Centre Social l'Itinérant-ASAV92,5054,69560371-8a0f-4822-841b-6115df887614,true,,317-325 rue de la Garenne,92000,39173369800024.0,false,Nanterre,5,6,34,2,,29,,,2,1,,,
France services Milly-la-Forêt,5055,f39404d0-9c55-4a4d-9b16-fa29bf178f7a,true,,Place de la République,91490,21910405600011.0,true,Milly-La-Forêt,4,,,,,,,,,,,,
MISSION LOCALE DES 3 VALLEES,5056,ae6e5db8-c5c4-4b9e-b0cc-476f5312ce86,true,91103,35 Rue Edouard Danaux,91220,38286467600046.0,false,Brétigny-Sur-Orge,17,1,1,,,,,,,,1,,
ADEQUAT,5057,74aa78b6-a8f7-4e2b-afc5-cf17c52f8886,true,28404,6 RUE MICHAEL FARADAY,28500,44241283900031.0,false,Vernouillet,2,,,,,,,,,,,,
HABITAT JEUNES MONTLUCON,5058,17506d92-c42e-4b35-8857-f0218b45c491,false,,5 RUE DU CANAL,03100,77902943800024.0,false,Montlucon,1,,,,,,,,,,,,
FOYER DES COMPAGNONS,5059,7c8db677-b32f-46a3-adf5-e9402f4bd370,true,,29 rue des sports,74600,41893313100033.0,false,Annecy,2,,,,,,,,,,,,
Ville de Rives Centre Socizl,5060,bfe63fc5-b95a-409a-b8bf-ff639e139f6f,true,38337,96 Rue Sadi Carnot,38140,21380337200019.0,false,Rives,2,,,,,,,,,,,,
Département de la Loire - Equipe ENS,5061,49d4d751-bebd-4141-98ab-c3ad4aa647e3,true,42218,35 Rue Pierre et Dominique Ponchardier,42100,22420001400013.0,false,Saint-Étienne,7,284,1047,60,46,85,,,35,69,11,621,120
Mairie de Lavilledieu,5062,b743b77d-668b-4b4c-ae30-150c0d9fa691,true,,Place du Barry,07170,21070138900012.0,false,Lavilledieu,1,,,,,,,,,,,,
ESPASS - Chambon-Feugerolles,5063,9eb8fbbe-4051-4549-adb8-eba180a93b38,true,,2 boulevard d'auvergne,42500,22420001400013.0,false,Le Chambon Feugerolles,9,6,10,,3,,,,,3,,3,1
ESPASS Plaine et Coise,5064,59598262-d758-4cc1-8e20-53a1b5682f9e,true,,1 PASSAGE DU CLOITRE,42330,22420001400013.0,false,Saint-Galmier,8,29,56,3,,10,,,,13,,9,21
ESAT ADAPEI 07,5065,d84a9314-b18c-485b-963f-d9d280e9fae5,true,07197,863 Route de la Chomotte,07100,77622955100085.0,false,Roiffieux,3,,,,,,,,,,,,
AGASEF,5066,69d294a4-3c46-4338-99d8-221273587619,true,42218,Rue Léon Blum,42000,77640636500069.0,false,Saint-Étienne,1,,,,,,,,,,,,
Mon Assistant Numérique Drôme Sud Provence,5067,ee2eeb0f-4c9c-45ed-9990-305f0a9e5f9f,true,26138,55 Impasse du Thym,26700,75086366400025.0,false,La Garde-Adhémar,1,,,,,,,,,,,,
Le Coup de Main Numérique,5068,cbcdb15d-c6c5-46e8-b873-df512ec0086d,true,44109,2 Rue de Budapest,44000,84989657600014.0,false,Nantes,5,,,,,,,,,,,,
COLLECTIF MOUFIA BOIS DE NEFLES,5069,e1358570-eafe-42fa-8c61-20914b217bba,true,97411,20 Boulevard du Mahatma Gandhi,97490,41789335100037.0,false,Saint-Denis,2,4,,,,,,,,,,,
ASSOCIATION CULTURELLE ET SOCIALE DE L'OCÉAN INDIEN (ACSOI),5070,1192053c-6a9d-469c-a3aa-d3f79e51763f,true,97418,25 Rue des Ananas,97438,82129624100010.0,false,Sainte-Marie,2,,,,,,,,,,,,
Médiathèque Intercommunale Aimé Césaire,5071,2b8768ed-f9da-4112-801e-323552a64547,true,97420,2 Rue de la Laicite,97441,24974011900063.0,false,Sainte-Suzanne,3,,,,,,,,,,,,
Maison de services de Sada,5072,9a1a0bfd-96bb-4330-887a-3070d3b358f1,true,,B.P. 107,97640,20000887800015.0,true,Sada,1,,,,,,,,,,,,
Plan local pour l'insertion et l'emploi Portes du sud,5074,4dcfa154-98ff-47e6-a33e-5415312b25c3,true,33192,7 Avenue Jean Larrieu,33170,49518895500019.0,false,Gradignan,7,,,,,,,,,,,,
France services Montemboeuf,5075,701b1486-638e-4fbf-a369-e3ba84883b91,true,16225,22 Rue Laugerias,16310,35600000000048.0,true,Montembœuf,1,,,,,,,,,,,,
Association La Halte 24,5076,2d6e4d47-c378-49b4-8cdc-582c07d2ef92,true,24322,"5, Chemin des Feutres de Toulon",24000,81268553500013.0,false,Périgueux,2,7,12,8,,1,,,,,,,3
France services Limoges - Nord Beaubreuil,5077,fc364b91-3d99-4406-be31-136e8553a1e5,true,,4 allée fabre d'eglantine,87280,21870850100018.0,true,Limoges,1,,,,,,,,,,,,
France services Thiviers,5078,2cb43754-fd99-4769-9908-b806e2a0c1b9,true,24551,Rue Henri Saumande,24800,41184612400039.0,true,Thiviers,2,,,,,,,,,,,,
mairie de pissos,5079,a9f2a5a3-d5b6-4d23-a4cc-04f4564a346c,true,40227,51 route de daugnague,40410,21400227100010.0,false,Pissos,2,6,1,1,,,,,,,,,
APEFEM,5080,18b13869-4db5-41cd-8b9e-5d68a424b469,true,33352,10 rue des Jacobins,33190,44116117100026.0,true,La Réole,1,,,,,,,,,,,,
Le 400 - Tiers Lieu - Fabrique du territoire,5081,ebb32a60-f469-4b23-8875-1c34226d1f0e,true,,12 Place Jean Marie Dauzier,19100,53848226600029.0,false,Brive La Gaillarde,2,,,,,,,,,,,,
Territoire d'action sociale Charente limousine,5082,371297d1-a50d-48fd-8161-078e679b70e6,true,,rue docteur André Bernard,16500,22160001800016.0,false,Confolens,1,,,,,,,,,,,,
ASSOCIATION D'AIDE A L'EMPLOI,5083,7127bc5d-a66c-4684-884e-670a4a82ccdb,true,17003,44bis Rue du Vieux Fief,17290,34873943400028.0,false,Aigrefeuille-D'Aunis,4,,,,,,,,,,,,
conseil départemental des deux-sèvres,5084,fc9bc851-5fc9-4b9b-9878-7b423e39f29c,true,79191,Mail Lucie Aubrac,79000,22790001600352.0,false,Niort,1,,,,,,,,,,,,
France Services Vouillé,5085,ef983cb0-6c88-4e81-be2c-96dc7aa9a33e,true,,11 Rue Gambetta,86190,35600000040552.0,true,Vouille,3,18,1,,,,,,1,,,,
France Services Le Teich,5086,95f6031d-99b2-4107-8410-e24f798db5ee,true,33527,Place Dubernet,33470,35600000006302.0,true,Le Teich,2,,,,,,,,,,,,
France Services de Galgon,5087,7ecbbaaf-61b7-4b02-a8d0-f12e82296e73,true,33179,7 Place du Marche,33133,35600000020171.0,true,Galgon,1,52,,,,,,,,,,,
Centre social Sud Gironde,5088,b5dfdee4-7e8a-4208-8e25-f81a495e141b,true,33533,3 Rue de l'Eglise,33210,30091783800025.0,false,Toulenne,4,,,,,,,,,,,,
Centre social et culturel l'Arche,5089,1173652e-e840-4836-a181-f8df69c62eda,true,24322,68 Rue Pierre Brantôme,24000,21240322400430.0,true,Périgueux,3,4,2,1,,,,,1,,,,
France services Saint-Léonard de Noblat,5090,689fd581-539c-4056-9d80-5fce7f5aaae1,true,87161,15 Rue de Beaufort,87400,24871936100078.0,true,Saint-Léonard-De-Noblat,1,,,,,,,,,,,,
Mairie de Sarran,5091,66cc1107-3cd2-4a9b-9725-dfc88c1df7d1,true,19251,9 Route de Correze,19800,21192510200017.0,false,Sarran,1,,,,,,,,,,,,
La Mallette,5092,d3eb85e4-a7dd-481f-81fa-31e542ea795a,true,23168,6 Place du Docteur Vincent,23250,21231680600018.0,true,Sardent,3,,,,,,,,,,,,
Clic Pau Agglo / Service Autonomie et Solidarités Seniors,5093,8c3e1350-5efc-4443-8922-04ba09e1fa89,true,64445,14 rue Jean Baptiste Carreau,64000,20006725400017.0,false,Pau,24,10,8,,,,,,,2,,5,1
CCAS de Pau,5094,0282542f-fe36-40c5-8c4f-eece2df44e4e,true,,1 place Samuel de Lestapis,64000,26640425000141.0,false,Pau,27,,,,,,,,,,,,
CCAS DE SAINT VINCENT DE TYROSSE,5095,7e260083-24f3-4d92-9574-c0f38fcb0fbb,true,40284,24 Avenue Nationale,40230,26400281700015.0,false,Saint-Vincent-De-Tyrosse,2,5,13,4,,,,,,,,,9
RAPH,5096,e764477f-51c7-482d-bf2c-211fc9a3fd6c,true,86244,11 Rue de l'Huilier,86600,42324149600011.0,false,Saint-Sauvant,1,11,,,,,,,,,,,
ASC BELLEVUE SAINTE-CLAIRE,5097,24c8df2b-56e6-46b9-9fd6-7dc4a8be97c2,true,87085,32 rue Pierre et Marie Curie,87000,34499234200024.0,false,Limoges,1,,,,,,,,,,,,
LUSIE 01,5098,1621f3e9-d920-481a-89cc-95c1d6ef0724,true,01053,4 allee des brotteaux,01000,52303766100015.0,false,Bourg-En-Bresse,3,,,,,,,,,,,,
Mairie de Saint-Ouen-de-Mimbré,5099,3d0c60f2-0fb6-4bf8-ba74-22f4cff77297,true,72305,8 Rue des Ecoles,72130,21720305800011.0,false,Saint-Ouen-De-Mimbré,1,3,13,,,3,,,9,,1,,
France services de FAY-SUR-LIGNON,5100,f1a07201-8f13-4885-baa9-bff0b4002497,true,,17 place de la croix,43430,35600000017882.0,true,Fay-Sur-Lignon,2,1,,,,,,,,,,,
association REGAIN,5102,15005349-a93b-4a82-ad91-e3e492587835,true,22146,9 Route de Gouarec,22110,84828418800028.0,false,Mellionnec,1,,,,,,,,,,,,
CCAS YFFINIAC,5103,5546c5cf-285d-4e37-aa91-1d9da935505a,true,22389,place de la mairie,22120,26220082700034.0,false,Yffiniac,1,,,,,,,,,,,,
Caux Seine Developpement,5104,414cee17-d2ec-416d-ac2f-47ec59c183e3,true,,"Maison des entreprises, 7 Rue des Terrasses",76330,50788791700015.0,false,Port-Jérôme-Sur-Seine,1,,,,,,,,,,,,
CMS de Tain l'Hermitage,5105,c76c85ff-ea2e-4d1b-a344-3e054fc3899b,true,,69 bis rue Jules Nadi,26600,22260001700016.0,false,Tain L’Hermitage,2,,,,,,,,,,,,
Communauté de Communes de la Plaine Jurassienne,5106,e8b7033b-c010-4fef-aa1e-8c1914ee5f0a,true,,3 PL DU COLLEGE,39120,24390108900074.0,false,Chaussin,1,,,,,,,,,,,,
Mairie de Zonza,5107,36a94996-851f-4ada-aec4-3e3921eee05a,true,,Place de l'église,20124,21200362800014.0,false,Zonza,2,,,,,,,,,,,,
Pimms Médiation Quimper Cornouaille,5108,ebd8a2d1-144a-4976-a88e-5ba774b75ed1,false,,2 rue de l'Île de Man,29000,49852941100031.0,false,Quimper,1,,,,,,,,,,,,
Espace Citoyen - Mairie de Cesson-Sévigné,5109,0ad0e9d6-c622-4058-b113-3e753adf2571,true,35051,Place Waltrop,35510,21350051500019.0,false,Cesson-Sévigné,4,,,,,,,,,,,,
sous-préfecture de Brest,5110,9ccabb4a-d2bf-4f2e-b88b-1cf4fa73feed,true,29019,3 rue Parmentier,29200,17290001100054.0,false,Brest,0,,,,,,,,,,,,
sous-préfecture de Morlaix,5111,5f1d99c7-f0e8-47d8-bae9-8c69b5bbea7f,true,29151,9 Avenue de la République,29600,21290151600014.0,false,Morlaix,1,,,,,,,,,,,,
cellule de coordination des actions de l'État en Centre Ouest Bretagne,5112,ffa3f563-66b0-4366-a21f-74fe19b5edab,true,29024,Rue de la Tour d’Auvergne,29270,77766569600038.0,false,Carhaix-Plouguer,1,,,,,,,,,,,,
CCAS Saint Laurent du Var,5114,128a0f45-40d1-476f-9e75-03ca64602771,true,47001,341 Avenue du Général Leclerc,06700,26060057200010.0,false,Saint Laurent Du Var,1,,,,,,,,,,,,
BIJ Info jeunes Rocbaron,5115,94d464ab-fb43-4a79-b46b-d2c783d81da9,true,,Place de la mairie,83136,21830106700011.0,false,Rocbaron,1,,,,,,,,,,,,
France Services Saint-Laurent-du-Var,5116,7c9d7c96-3b3b-41eb-bfdb-5b6d9e0a3771,true,06123,"Hôtel de ville – 222, esplanade du Levant

06 700 Saint-Laurent-du-Var",06700,21060123300302.0,true,Saint-Laurent-Du-Var,4,,,,,,,,,,,,
REFLETS,5117,fafab0ea-f33b-41d1-8d7b-e1b3a756775a,true,06027,Chemin des Travails,06800,33208779000058.0,false,Cagnes-Sur-Mer,1,,,,,,,,,,,,
MSA Provence Azur,5118,707e9e67-9790-46d1-ac5e-7b5ec440fcf0,true,13208,Avenue de hambourg,13008,51889806900019.0,false,Marseille,12,,,,,,,,,,,,
Médiathèque de Saint-Saturnin-lès-Avignon,5119,0a4ba681-85fb-476d-93f3-4df4656b8335,true,,126 boulevard de la libération,84450,21840119800013.0,false,Saint-Saturnin-Lès-Avignon,3,3,5,4,,,,,,,1,,
GDID,5120,c1f59c29-939e-434d-baea-e0e83fbe38bb,true,,RESIDENCE LES VIGNIERES,13300,48514742500014.0,false,Salon De Provence,1,,,,,,,,,,,,
PAIS,5121,a7f2eb8b-cd12-4528-8eb7-38886e9d9cb6,true,13103,43 Rue Félix Pyat,13300,44338971300027.0,false,Salon-De-Provence,1,,,,,,,,,,,,
Association OVA,5122,ca0683fa-07de-48cd-9b25-6a6e2f480299,true,83137,32 Chemin du Pont de Bois,83200,39017406800036.0,false,Toulon,2,,,,,,,,,,,,
AACS,5123,90285939-68c9-4ad9-bec2-5345d89dabd1,true,13056,Allée Edgard Degas,13500,33039373700037.0,false,Martigues,3,,,,,,,,,,,,
Communauté de communes Aubrac Carladez Viadène,5124,44ff1982-2dda-4cb3-b530-cdccbd5284e1,true,,"1, rue du Faubourg",12210,20006717100013.0,false,Laguiole,6,105,328,34,,6,,,29,12,52,191,4
CCAS de MARAUSSAN,5125,fd30b5f6-b62b-4610-a3f0-8d193caef95b,true,34148,164 Avenue du General Balaman,34370,26340041800012.0,false,Maraussan,1,,,,,,,,,,,,
CCAS de Cahors,5126,17aa4d09-a34a-42b0-96c0-ada724786f17,true,,"118, rue du Président Wilson",46000,26460102200017.0,false,Cahors,1,,,,,,,,,,,,
France Services Mende-préfecture,5127,09368a2c-6721-40c5-86a7-9c8a45855800,true,48095,Rue du Faubourg Montbel,48000,17480001100010.0,true,Mende,5,,,,,,,,,,,,
France services de Saint Amans Soult,5128,0b019c8d-a401-4b42-9177-7fbbfcd43f1e,true,81238,5 Place Barthélemy Calvel,81240,52105964200020.0,true,Saint-Amans-Soult,3,,,,,,,,,,,,
CCAS Saint-Jory,5129,fc259a60-fdd7-4430-953e-30ffda65edb0,true,31490,2 Place de la République,31790,26310594200019.0,false,Saint-Jory,2,21,50,6,,2,,,2,23,,17,
association Feu vert,5130,a77c98c5-f2d7-444c-8d6b-b21c6e811482,true,30189,"C.S. A.Malraux, 2 avenue de lattre de tassigny",30000,37899837100017.0,false,Nimes,4,11,20,,1,15,,,3,1,,,
CCAS de Puylaurens (Mairie),5131,5baac7a6-d576-47b3-929e-91bd1b4deef0,true,,1 RUE DE LA MAIRIE,81700,26810109400012.0,false,Puylaurens,1,,,,,,,,,,,,
Maison France services Puylaurens,5132,f6478afa-803b-4d20-a2eb-247e4543ace1,true,,1 rue de la Mairie,81700,21810219200018.0,true,Puylaurens,1,,,,,,,,,,,,
France Service Montpezat de Quercy,5133,bc539016-656a-4e2a-8862-18f6b452652c,true,82131,Boulevard des Fossés,82270,35600000040359.0,true,Montpezat-De-Quercy,3,,,,,,,,,,,,
France Services Piémont Cevenol,5134,39b522ec-20b2-4188-bae5-e3e85ea2fe01,true,30210,13bis Rue du Docteur Rocheblave,30260,20003441100013.0,true,Quissac,3,,,,,,,,,,,,
COMMUNE DE ST AMANS SOULT,5135,4f08e00e-1330-4a14-afb5-8b50775b8997,true,,5 PLACE BARTHELEMY CALVEL,81240,21810238200015.0,false,Saint Amans Soult,0,,,,,,,,,,,,
France services Marciac,5136,4b5ff877-4b9b-49ed-8d6d-f7f6797d6e7e,true,,19 place de l'Hôtel de Ville,32230,21320233600011.0,true,Marciac,2,,,,,,,,,,,,
Communauté de Communes Adour Madiran,5137,94f83cb3-a135-4056-809f-44960f0ddfa3,true,,"21, place corps Franc Pommiès",65500,20007210600012.0,true,Vic En Bigorre,3,,,,,,,,,,,,
Conseil départemental du GARD,5138,69c4d4b8-99b1-45ca-8a20-8b2f394152b9,true,30189,3 Rue Guillemette,30000,22300001900073.0,false,Nîmes,6,2,2,,,,,,,2,,,
Point info seniors Comtal Lot Truyère,5139,52cc2a03-55b0-4ce8-b21f-bf4d30c9e8c2,true,,Maison de santé - Point info seniors - 10 rue des grillons,12340,20006747800012.0,false,Bozouls,0,,,,,,,,,,,,
Ville de Rodez France services,5140,200ff9fb-d795-4035-90de-a73b2f9c4d48,true,12202,Rue Louis Dausse,12000,21120202300019.0,true,Rodez,2,2,2,,,,,,,,,,2
Sesames avec Mosaique,5141,a515a34f-8ce8-40e6-aec6-129cacc1eecf,true,30007,9 Rue de l'Aigoual,30100,40145080400026.0,false,Alès,1,,,,,,,,,,,,
Centre social Espace Famille - Mairie,5142,bae21bee-ddb2-45e0-a74b-da84f1cc0437,true,31069,"Espace Famille

Hôtel de ville

31706 BLAGNAC CEDEX",31706,21310069600011.0,false,Blagnac,2,,,,,,,,,,,,
Salle polyvalente du Garros,5143,0cc4f80b-ada3-453a-ab0c-520eeabd513e,true,32013,34 Rue des Canaris,32000,20006692600011.0,false,Auch,6,13,3,,,,3,,,,,,
France Services de LA COURTINE,5144,0a986201-9ad2-4d1a-bf3b-9d9edc6993e0,true,,22 Rue de la liberté,23100,35600000000132.0,true,La Courtine,1,2,1,,,,,,,,,1,
CCAS de Saint Clement de la place,5147,295dac48-51ec-425f-970f-f647df7aede5,true,,9 place de l Église,49370,26490188500014.0,false,Saint Clément De La Place,1,,,,,,,,,,,,
Centre Social de Marmiers,5148,f248db5f-2335-46bd-88f7-210c8022a8a0,true,,8bis rue Georges Clémenceau,15000,34131373200032.0,false,Aurillac,4,,,,,,,,,,,,
UDAF Allier,5149,a08c2d08-dc01-4ea2-a3fc-cd2defea5976,true,03190,19 Rue de Villars,03000,77904089800024.0,false,Moulins,2,,,,,,,,,,,,
HABITAT JEUNES CANTAL,5150,4982e0cf-3ef9-4d31-b3ea-4b78a0c1b964,true,15014,25 Avenue de Tivoli,15000,77907578700027.0,false,Aurillac,5,,,,,,,,,,,,
Conseil Départemental de l'Accès au Droit du Loiret,5151,1ad4ddd2-54a7-494d-bebb-bb3f20572b98,true,45234,"44, rue de la bretonnerie",45000,18450308400016.0,false,Orleans,2,,,,,,,,,,,,
