Name,ID,UUID,Is Active,City Insee Code,Address,Zip Code,Siret,France Services Label,City,Nombre d'aidants,Question 110 → Nombre D'usagers Uniques,Question 109 → Nombre De Demarche Par Structure,Question 99 → Nombre Demarche Argent,Question 107 → Nombre Demarche Etranger,Question 103 → Nombre Demarche Famille,Question 106 → Nombre Demarche Justice,Question 108 → Nombre Demarche Loisirs,Question 102 → Nombre Demarche Papier,Question 104 → Nombre Demarche Social,Question 105 → Nombre Demarche Transport,Question 113 → Nombre Demarche Travail,Question 114 → Nombre Demarche Logement
CCAS REDON SERVICE ACCOMPAGNEMENT SOCIAL,1369,ba2254c4-02f6-4e69-b980-47e8d96cafa2,true,35236,7 RUE DES DOUVES,35600,26350222100017.0,false,Redon,2,,,,,,,,,,,,
Clic La Roche aux Fées,1370,af37500e-2af2-4c2f-b3df-e6411452c583,true,35125,3 RUE DU DOCTEUR PONTAIS,35130,49382095500026.0,false,La Guerche De Bretagne,2,,,,,,,,,,,,
PIMMS Médiation Rennes,1371,9d639a43-a61f-49e8-9ce3-69ba1ccd9151,true,35238,47 avenue des pays Bas,35200,49416414800020.0,false,Rennes,1,,,,,,,,,,,,
Contrat Territoire Lecture Inclusion Numérique,1372,85e48a9b-879f-49e4-912c-c22a9b38b456,true,22278,5 RUE DU 71EME RI,22000,20006940900239.0,false,St Brieuc,3,,,,,,,,,,,,
CCAS de Saint-Quay-Portrieux,1373,0c48e773-aada-453a-9890-12b8bc3f2270,true,22232,52 BD FOCH,22410,26220104900059.0,false,Plourhan,1,,,,,,,,,,,,
Secrétariat général départemental commun du Finistère,1374,17518ed7-dd0e-4a20-b00d-d127af42572c,true,29232,42 BD DUPLEIX,29000,13002728700015.0,false,Quimper,4,2,4,,,,,,,,4,,
Accès au Droit Nord Morbihan,1376,e41a0597-3bf3-489f-8a38-9d4a9a7d22e5,true,56178,2 PL BISSON,56300,53383895900021.0,false,Pontivy,4,,,,,,,,,,,,
CCAS de Saint Brieuc - coordination personnes âgées,1377,b721514a-0e75-4bad-a11a-178659fc8fa2,true,22278,6 Bis rue Maréchal Foch,22000,26220074400015.0,false,Saint Brieuc,4,,,,,,,,,,,,
France Services CHATILLON-EN-VENDELAIS,1378,29ef6ff3-0611-4e40-9b02-98a1e4b0829e,true,35214,3 PL DE L'EGLISE,35210,21350072100138.0,true,Chatillon-En-Vendelais,1,,,,,,,,,,,,
Etudes et Chantiers Bretagne Pays de la Loire,1379,9a030c13-cb71-42d3-a1bb-8e9a511aae91,true,35353,1 ALL DE L'ENCLOS,35132,33491247400171.0,false,Vezin Le Coquet,1,,,,,,,,,,,,
Centre socioculturel L'Agora,1381,9f01831a-7b2e-44f7-b56e-2a0f74329fdd,true,29069,79 RUE CHARLES DE GAULLE,29820,42316019100031.0,false,Guilers,2,,,,,,,,,,,,
Maison de l'emploi Espace France Services - Guéméné-Penfao,1382,735f4779-56b9-4bb5-a6a6-68027f0f3152,true,44067,1 place de l'église,44290,24350074100232.0,true,Guemene Penfao,2,,,,,,,,,,,,
Syndicat Anjou Numérique,1383,028068de-2de7-4738-a05c-9c2403ecff06,true,49007,9 RTE DE LA CONFLUENCE BEUZON,49000,20005258700017.0,false,Angers,0,,,,,,,,,,,,
Centre d'animation sociale France Services,1384,442f006f-8643-4aae-9e0e-9ee89b47a167,true,49201,2 rue de lorraine,49250,20005889900010.0,true,Beaufort En Anjou,3,,,,,,,,,,,,
Pôle de vie des Quartiers Nord-est / Point Info 14 / France Service Pierre-Heuzé,1385,1f7af7bd-3cfb-4689-bd19-470f30b63e97,true,14118,"15, place Champlain",14000,21140118700011.0,true,Caen,3,,,,,,,,,,,,
Pôle de vie des Quartiers Nord-ouest / Point Info 14 / France Service Chemin vert,1386,37c14cab-b3bf-4dc9-b7eb-562b787d7129,true,14118,"5, rue Jean Racine",14000,21140118700011.0,true,Caen,2,,,,,,,,,,,,
Pôle de vie des Quartiers Rive droite / Point Info 14 / France Service Guérinière,1387,890f12f0-85c6-4113-a1c4-4a14dec2dd8f,true,14118,"16, avenue Capitaine Guynemer",14000,21140118700011.0,true,Caen,1,,,,,,,,,,,,
Pôle de vie des Quartiers Centre / Sud-ouest / Point Info 14 / France Service Venoix,1388,76e5904b-c6f7-4b01-acfd-27fa33e2b456,true,14118,18 avenue des Chevaliers,14000,21140118700011.0,true,Caen,2,,,,,,,,,,,,
CCAS de la Ville de Caen,1389,1b67b949-72eb-4e55-880c-d120057a642f,true,14118,45 RUE DE BERNIERES,14000,26140004800102.0,false,Caen,32,26,26,7,,2,,,1,12,,1,3
Familles rurales fédération départementale du Loiret,1391,ffc7d2ef-9428-4d76-9712-63e2e5e1ba27,true,45075,1 Rue d'Aquitaine 45380 La Chapelle-Saint-Mesmin,45380,78819279700058.0,false,La Chapelle St Mesmin,2,,,,,,,,,,,,
Centre Communal d'Action Sociale SAINT-JEAN-DE-LA-RUELLE,1392,e17ac54f-e94e-4097-855f-8be030665367,true,45285,71 RUE CHARLES BEAUHAIRE,45140,26450028100011.0,false,Saint-Jean-De-La-Ruelle,2,,,,,,,,,,,,
Mairie Ingrandes,1393,68303b54-2718-4442-91b5-eb87bc6e1883,true,86092,9 RUE DE LA GARE,86220,21860111000016.0,false,Dange St Romain,1,,,,,,,,,,,,
Mairie de Saint-Pardoux-Soutiers,1394,315c2541-4b03-4152-84c8-ff50dc970a29,true,79285,2 IMP DES ECOLIERS,79310,20008287300015.0,false,St Pardoux Soutiers,1,4,9,4,,,,,1,,1,3,
Maison France Services Peyrelevade,1396,a3ba9e08-2f68-466b-8153-d84fc15de93d,true,19261,55 Rue du Limousin,19290,21191640800068.0,true,Sornac,2,,,,,,,,,,,,
L'@telier de Neuville,1397,e5d6493f-3bb2-4266-ba9a-6cf06cec5158,true,86177,7 rue Plault,86170,21860177100015.0,false,Neuville De Poitou,1,4,7,1,,,,,2,4,,,
France services Bourganeuf,1398,0714c796-0036-4386-9ba2-19eab4c0e422,true,23030,2 AVENUE DU DOCTEUR BUTAUD,23400,39094961800016.0,true,Bourganeuf,3,,,,,,,,,,,,
Mission Locale de la Creuse,1399,3f40b1b6-0847-42c6-906c-3e7da357ecbc,true,23096,RUE CONVENTIONNEL HUGUET,23000,41201403700037.0,false,Gueret,6,,,,,,,,,,,,
La maison D’À CÔTÉ,1400,39ba8ccf-918c-411d-838e-2d038b9443bc,true,23219,1 IMP SAINT MICHEL,23300,88350644600011.0,false,St Maurice La Souterraine,3,4,71,7,,26,,,,14,,14,10
Cantine 209,1401,135d1e25-ec0e-4984-becf-8407052ad1e2,true,33138,8 AU COMMUNAL,33230,84116369400026.0,false,Coutras,1,,,,,,,,,,,,
MAISON DES SERVICES AU PUBLIC de l’île d’Oléron,1402,7a4068de-8551-4116-9803-1a653a56b61c,true,17385,55 BIS RTE DES ALLEES,17310,24170062400026.0,false,St Pierre D Oleron,4,,,,,,,,,,,,
Centre Communal d'Action Sociale de Saint-Médard-en-Jalles,1403,ed3db5bd-dffc-4efa-b61a-25e3aea5232c,true,33449,PL DE L HOTEL DE VILLE,33160,26330440400019.0,false,St Medard En Jalles,9,,,,,,,,,,,,
CPH COALLIA,1404,3ec105aa-c4f9-486c-bcb8-89bab85d8c8e,true,86194,62 AV DU PLATEAU DES GLIERES,86000,77568030904092.0,false,Poitiers,5,,,,,,,,,,,,
Secrétariat de mairie,1405,e35f35d2-e636-45cf-97de-c34a8bd4798f,true,71273,1 RUE DE GILLY,71140,21710075900018.0,false,Maltat,1,,,,,,,,,,,,
Mairie de POUILLOUX,1406,3ce1c40b-0d95-4770-8bbc-ab2c0ba75695,true,71486,4 rue de la Mairie,71230,21710356300011.0,false,St Vallier,2,1,3,,,,,,,,3,,
Bibliothèque municipale de Quetigny,1407,3e933305-e06a-4f7b-ad9a-3c426d3023e8,true,21515,4 rue des vergers,21800,21210515900017.0,false,Quetigny,1,,,,,,,,,,,,
CENTRE COMMUNAL D'ACTION SOCIALE D'ANTIBES JUAN-LES-PINS,1408,437c5248-3fe7-4fdc-a209-08cfdd58e039,true,06004,2 AVENUE DE LA LIBERATION,06600,26060022600070.0,false,Antibes,4,,,,,,,,,,,,
Bureau Aide numérique aux administrés -,1409,f436dcb9-95a7-418f-965d-adb33d61c277,true,13091,1 Bd Marcel PARRAUD,13760,21130091800011.0,false,St Cannat,1,75,213,38,1,2,1,1,34,10,39,72,15
MAIRIE DE GRAMBOIS - SECRETARIAT,1410,f732d332-04c7-4084-8aa6-ba42f8ca2392,true,84133,2 PLACE DE LA MAIRIE,84240,21840052100017.0,false,La Tour D Aigues,3,,,,,,,,,,,,
Mairie de Sérignan-du-Comtat,1411,42e84a2f-bcc6-4c0d-801a-88fbf2ab45b8,true,84127,PLACE GILDAS FERRAND,84830,21840127100018.0,false,Serignan Du Comtat,2,1,2,,,,,,,,2,,
France Services de Bédoin,1412,7b5b7847-f195-40b4-9dd2-75b78829e63c,true,84017,301 AV BARRAL DES BAUX - CS 90001 -,84410,21840017400015.0,true,Bedoin,3,4,2,1,,,,,,,1,,
Mairie de La Ciotat,1413,cef6b15e-aa64-4f0a-a95b-0dc89463d736,true,13028,RPT DES MESSAGERIES MARITIMES,13600,21130028000420.0,false,La Ciotat,1,,,,,,,,,,,,
CCAS de Carpentras,1414,b0b0bb93-bb8e-48f2-b671-2174091d753b,true,84031,82 RUE DE LA MONNAIE,84200,26840052000030.0,false,Carpentras,6,,,,,,,,,,,,
ESPACE FRANCE SERVICES MORIERES AVIGNON,1415,07c1d30e-3e08-442a-916a-4e79f87909b4,true,84081,RUE LOUIS PASTEUR,84310,26840072800013.0,true,Morieres Les Avignon,2,,,,,,,,,,,,
MAIRIE DE L'ISLE SUR LA SORGUE,1416,742ca519-9aa1-47b7-b483-96ad27c1bff8,true,84054,RUE CARNOT,84800,21840054700012.0,false,L Isle Sur La Sorgue,12,,,,,,,,,,,,
terre d'émeraude communauté,1417,15e389b5-5fd3-4222-a39e-6406c56e8a6a,true,39397,4 CHE DU QUART,39270,20009057900018.0,false,Orgelet,0,,,,,,,,,,,,
Service Cyber-base de la Mairie du Luc en Provence,1418,af406f8b-d8a4-45a7-a511-2d465046dc7c,true,83073,Château des Vintimille - Avenue Gabriel Magnino,83340,21830073900016.0,false,Le Luc,2,,,,,,,,,,,,
CCAS du Luc en Provence,1419,b7c36b54-c092-4e1f-8755-6a1f42a7743d,true,83073,PL DE LA LIBERTE,83340,26830209800010.0,false,Le Luc,3,,,,,,,,,,,,
Mairie de Rigny-sur-Arroux,1420,c2cf3057-75ef-47c9-824f-87b87b41ff5c,true,71176,"2, rue du Pigeonnier",71160,21710370400011.0,false,Digoin,1,,,,,,,,,,,,
Mairie de RECQUIGNIES,1422,a47b64b2-ae15-45d7-a3a4-a93b912286e4,true,59495,RUE DE LA GARE,59245,21590495400017.0,false,Recquignies,2,,,,,,,,,,,,
MAIRIE DE BUSY,1423,d2a92d8b-fb36-4e87-8da3-309debd83d5c,true,25147,44 RUE PRINCIPALE,25320,21250103500019.0,false,Chemaudin Et Vaux,1,2,1,,,,,,,,1,,
Centre Socio-culturel Marie-Louise Davin,1424,5f782a0c-1307-4ecf-974b-d7561ae4cc1b,true,13001,Place des combattants  - Puyricard,13540,31055163500025.0,false,Puyricard,3,6,2,2,,,,,,,,,
FRANCE SERVICES DU PAYS DE FAYENCE,1425,ac1924ff-a2cb-4b0e-bff0-0b3ffe278cd2,true,83029,159 RUE COMTESSE DE VILLENEUVE,83440,20000480200019.0,true,Callian,3,0,5,,,,,,,5,,,
Espace Ressources du Pontet,1426,57f40560-47b7-4535-a210-81e8e319af52,true,84092,1 Avenue Pasteur,84130,21840092700016.0,false,Le Pontet,5,,,,,,,,,,,,
MAIRIE DE FORT-MARDYCK,1427,6206be96-cfc4-4d80-98a8-e4fb31bb8c18,true,59183,PARVIS NELSON MANDELA,59430,20002715900017.0,false,Dunkerque,3,2,,,,,,,,,,,
Centre Communal d'Action Sociale Peyrolles-en-Provence,1428,8f179bcd-a9b3-452a-8b2a-7b3b9dba93bd,true,13074,9 PL DE L'HOTEL DE VILLE,13860,26130157600011.0,false,Peyrolles En Provence,2,,,,,,,,,,,,
CCAS Sainte-Maxime,1429,aec636c6-87b1-428a-b9a5-2af458409917,true,83115,10 BD ARISTIDE BRIAND,83120,26830099300055.0,false,Ste Maxime,7,121,216,33,4,71,,,5,50,3,21,29
Espace Numérique Oignies,1430,a1695e19-5e54-462f-8990-1ba9c6bb494b,true,62637,18 rue Emile Basly,62590,21620637500018.0,false,Oignies,3,,,,,,,,,,,,
Fédération de Haute-Corse de la Ligue de l'Enseignement (FALEP 2B),1431,a662ef99-10ae-4a67-9654-c9026f47d430,true,2B033,Maison des associations - Espace Sant'Angelo,20200,30904724900029.0,false,Bastia,4,,,,,,,,,,,,
CCAS de Migennes,1432,6c95d1f6-a5ae-4fe4-9106-9b71abda2342,true,89257,75 AV JEAN JAURES,89400,26890268100025.0,false,Migennes,4,10,1,,,,,,,,,1,
Cyberbase de Etang Salé,1433,713913ca-fb9d-46c9-81f0-be83617f0c13,true,97404,6 RUE CHABRIER,97427,21974004000015.0,false,Etang Sale,4,55,10,1,,6,,1,,,,2,
CENTRE SOCIAL ET CULTUREL MOSAÏQUE,1434,3a8cc60d-0f49-4e0a-87f3-81f41bd56a45,true,13103,57 RUE AURELIENNE,13300,41866551900041.0,false,Salon-De-Provence,5,,,,,,,,,,,,
CENTRE SOCIAL FUMAY CHARNOIS ANIMATION,1435,1aaec650-b6d3-4d05-87a9-66d7b02accad,true,08185,RUE FRANCIS DE PRESSENCE,08170,34416759800020.0,false,Fumay,2,,,,,,,,,,,,
FRANCE SERVICES AUBOUE,1436,3f83bde4-8117-4c9a-8a34-6039a6618c0f,true,54028,1 PL ALBERT LEBRUN,54580,35600000011892.0,true,Auboue,3,9,21,,,1,,,,13,,3,4
Centre SocioCulturel de la Meinau,1437,f31e89a2-20c1-46fb-a8bc-e4d491dae2e0,true,67482,1 rue de Bourgogne,67100,45049986800021.0,false,Strasbourg,3,1,1,,1,,,,,,,,
CCAS de Fismes,1438,1f19aac1-a925-4099-b007-c15e8e6355ee,true,51250,PL DE L HOTEL DE VILLE,51170,26510212900011.0,false,Fismes,1,,,,,,,,,,,,
CCAS Vitry-le-François,1439,ca9d4258-30c6-4316-b5e5-cbf72b594ebb,true,51649,3 RUE DE L'ARQUEBUSE,51300,26510554400018.0,false,Vitry-Le-François,9,3,12,,,2,,,2,4,3,1,
Maison pour tous Jean-Luc Petit,1440,2662d555-b250-42e5-9f43-7ae90f312df8,true,10033,5 RUE DE L ABBE RIEL,10200,32620326200026.0,false,Bar Sur Aube,2,6,,,,,,,,,,,
CCAS de Colmar,1441,302a6e89-3e13-437c-9142-01ac60420fa6,true,68066,11 RUE ETROITE,68000,26680108300020.0,false,Colmar,10,1,,,,,,,,,,,
Espace France services Neuf Brisach,1442,81887835-07bb-421d-a3a0-705399b7a3a8,true,68379,4 rue de l'Hôtel de Ville,68600,21680231400015.0,true,Wolfgantzen,1,1,,,,,,,,,,,
MAIRIE,1443,eebcad6b-b320-4d96-821e-9f5648de53c4,true,55533,1 grande rue,55140,21550522300010.0,false,Vaucouleurs,0,,,,,,,,,,,,
LE PELICAN Logement accompagné,1444,e747da6a-2e0b-4967-afbc-655c043f3ca4,true,54395,79 RUE DES 4 EGLISES,54000,32362361100015.0,false,Nancy,1,,,,,,,,,,,,
ESPACE FAMILLE DE MIGENNES,1445,a8d8c6e8-7264-42b6-a0d8-815580694051,true,89257,18 AVENUE DES COSMONAUTES,89400,26890268100025.0,false,Migennes,2,17,2,,,,,,,1,1,,
VILLE DU CREUSOT,1446,e4df3116-de59-413a-95ba-38723e06083d,true,71153,1 BD HENRI PAUL SCHNEIDER,71200,21710153400014.0,false,Le Creusot,2,,,,,,,,,,,,
Service des impôts des particuliers de Strasbourg,1447,cd5a42d9-b26d-4433-8744-45c4b2c00792,true,67482,35 AV DES VOSGES,67000,13001293300607.0,false,Strasbourg,11,,,,,,,,,,,,
SPADA BOURGOGNE,1448,f15db203-308e-493d-bec7-6160844e6c7f,true,21278,36 RUE DE BOURGOGNE,21121,77568030902591.0,false,Fontaine Les Dijon,6,,,,,,,,,,,,
SPADA 71,1449,b9617276-0f81-48a5-ad7d-e63925d4d57c,true,71270,344 RUE DE PARIS,71000,77568030902591.0,false,Macon,3,3,9,,3,,,,,3,,2,1
HUDA MADA,1450,00517957-8e84-44ff-9fc4-00efcf652c2e,true,21278,36 RUE DE BOURGOGNE,21121,77568030902591.0,false,Fontaine Les Dijon,3,,,,,,,,,,,,
COALLIA,1451,6ed37f12-29ac-4ec0-b6be-cc6032752c3f,true,21515,14 RUE DU CAP VERT,21800,77568030904605.0,false,Quetigny,10,,,,,,,,,,,,
PENSION DE FAMILLE LA FEUILLEE,1452,e4cca118-8684-4c29-9e86-fea3b450958b,true,21154,25 RUE DE LA FEUILLEE,21400,77568030900934.0,false,Chatillon Sur Seine,3,1,,,,,,,,,,,
CILEF,1453,8b1b5f97-e0e8-45e0-bbcb-88257d0d81ca,true,71014,1 RUE DES PIERRES,71400,79923760700020.0,false,Autun,10,4,,,,,,,,,,,
France Services La Poste Corrèze,1454,19e0c465-3391-4e34-b097-8cc3b7133e54,true,19062,Place de la Mairie,19800,35600000053981.0,true,Correze,1,,,,,,,,,,,,
CENTRE COMMUNAL D'ACTION SOCIALE DE SAINT-CYR-SUR-MER,1455,0c1902c1-1f8d-473d-8bc7-6ddcb659ba0a,true,83112,"5, avenue Aristide Briand",83270,26830056300015.0,false,St Cyr Sur Mer,7,51,151,115,5,6,,1,4,12,,7,1
CCAS,1456,b149274f-6d85-406b-90cc-4ada042e4710,true,91103,PL DU 8 MAI 1945,91220,26910428700017.0,false,Bretigny Sur Orge,1,,,,,,,,,,,,
Mon Assistant Numérique La Fère,1458,a0f1f4de-8b0c-49b5-96c5-a8029a5967a5,true,02165,12 Rue Gilbert,02800,89949863800019.0,false,Achery,1,1,9,,,,,,6,,3,,
Mairie de St Leu,1459,0bbbe0d6-a368-4035-926c-ea9663488bcc,true,97411,Rue du General Lambert 97436 Saint-Leu,97400,21974013100012.0,false,Saint-Leu,5,,,,,,,,,,,,
France services de Saint Antonin Noble Val,1460,7495b926-e498-4bb9-b6ee-557266918dbe,true,82155,23 Place de la Mairie 82140 Saint-Antonin-Noble-Val,82140,24820010700014.0,true,St Antonin Noble Val,1,2,14,,,,,,,4,,2,8
Point Info Séniors,1461,7974c66c-41a1-44d9-b5b3-61a9fdf5623b,true,12148,16 CHE DU TOURNEVIC,12220,41214839700026.0,false,Montbazens,1,1,12,,,,,,,,,12,
Communauté communes Lévézou-Pareloup,1462,76821f5f-c0a5-46ed-9978-a3ef1daf787d,true,12294,8 route du Claux,12780,24120076500014.0,false,Vezins De Levezou,2,,,,,,,,,,,,
CCAS de TREBES,1463,be909b2d-4794-4b6a-a0a9-fec66bfab215,true,11397,CHE DE RUSTIQUES,11800,26110028300017.0,false,Trebes,3,,,,,,,,,,,,
FAMILLES RURALES MONCLAR DE QUERCY,1464,0260bda7-a1d4-4cf2-b41f-cd0a4e003919,true,82066,LE BOURG,82230,49431301800017.0,false,Genebrieres,7,,,,,,,,,,,,
ASSOCIATION INTERMEDIAIRE STEFI,1465,4e9eb996-c632-4b41-893d-9652835b5d03,true,34052,46 RUE LOUIS BAISSE,34310,40020287500060.0,false,Capestang,16,3,,,,,,,,,,,
Espace Intergénérationnel Raymond FARO,1466,5448c13b-0a99-4f89-a15d-cf48dcf278f5,true,34037,12 RUE DE LA MAIRIE,34760,21340037700015.0,false,Boujan Sur Libron,1,6,8,,,,,,1,2,5,,
Association Anim'aidants 34/Clos de la Fontaine,1467,42cf61ba-8146-45cd-b6c3-de86ede245a0,true,34172,COUR LIBERAL BRUANT,34080,38813569100011.0,false,Montpellier,1,,,,,,,,,,,,
Centre social Bellefontaine / Lafourguette,1468,baf07282-7f83-4ce4-ba70-876d82e58a6b,true,31555,3 impasse Foulquier,31100,21310555400017.0,false,Toulouse,4,,,,,,,,,,,,
FRANCE SERVICES DES COTEAUX,1469,2600888f-1499-4475-9d20-0a43f50c8d3f,true,65090,31 PL DE LA MAIRIE,65230,20005989700013.0,true,Betpouy,3,27,54,4,,,,,1,6,32,10,1
ENSEMBLE SOCIO CULTUREL ASSOCIATIF LOCAL,1473,a7ec7b28-e852-477a-9eb1-96107feee2ba,true,30156,7 T RUE DES CEVENNES  -  BP 47,30320,38944028000011.0,false,Marguerittes,7,25,2,,,,,,,,,2,
Ccas de Meze,1474,9635dec3-feb4-44a7-96b1-402022451a18,true,34157,RUE JULIETTE ET EDOUARD MASSAL,34140,26340021000013.0,false,Mèze,6,3,3,,,,,,,2,1,,
Centre Socio-Culturel Odyssée,1475,f2753a1a-23ae-4283-96c8-0d989213a545,true,30155,PL MAURICE MATTEI,30129,44924450800015.0,false,Manduel,4,1,2,2,,,,,,,,,
mairie de Camplong d'aude,1476,8dcf3b48-b901-45d8-923a-47014a3f361f,true,11203,10 rue des ecoles,11200,21110064900014.0,false,Lezignan Corbieres,1,,,,,,,,,,,,
Espace Arc en Ciel CUGNAUX,1477,09c5d6f8-6d16-40ef-8035-564efc62f296,true,31157,rue vincent auriol,31270,26310133900012.0,false,Cugnaux,1,,,,,,,,,,,,
Espace Mosaique,1478,5001a4e9-c859-4835-a038-0454ff11277c,true,31157,Rue de la libération,31270,26310133900012.0,false,Cugnaux,1,,,,,,,,,,,,
CCAS de Saint Sulpice,1479,265b2055-8b5e-494a-a393-bff7b1d6f2a6,true,81271,11 chemin de la planquette,81370,26810115100010.0,false,Saint-Sulpice,2,5,5,,,,,,1,4,,,
Maison France Services Portet sur Garonne,1480,499000e4-3be9-45df-a234-bae561d976f5,true,31033,1 bis rue torrefarrera,31190,21310433400015.0,true,Auterive,5,18,32,1,,1,,,,,4,26,
France Services de la communauté de communes du Causse de Labastide-Murat,1481,44536f22-e24f-4970-a4ce-44425f33d322,true,46138,8 GRAND RUE - LABASTIDE-MURAT,46240,24460057300046.0,true,Coeur De Causse,2,96,347,53,,7,,,10,24,175,74,4
France Services CCGSPL,1482,5412ac84-9e08-4af1-9632-162f26758eee,true,34274,9 place de la mairie,34380,20002298600018.0,true,St Martin De Londres,0,3,5,2,,,,,,,3,,
Centre Intercommunal d'Action Sociale Coeur et Coteaux du Comminges,1483,b049c912-0fa5-4433-b3ac-fa7185dec70d,true,31483,4 RUE DE LA REPUBLIQUE,31800,20007415100016.0,false,St Gaudens,3,,,,,,,,,,,,
Msap de Castelnau-Montratier,1485,9647a865-4915-42a1-986e-4590baf67fe5,true,46063,37 PL LEON GAMBETTA,46170,20003951900018.0,false,Castelnau Montratier Ste Alauzie,2,,,,,,,,,,,,
MEDIANCE 66,1486,11826b7d-80de-4461-a05c-3de5c7701202,true,66136,7 bis Avenue de Grande Bretagne,66000,49149814300032.0,false,Perpignan,17,38,115,34,,30,2,,11,27,,5,6
Maison des Jeunes et de la Culture Centre Socioculturel Raimon Trencavel,1487,ea1fbf5a-12d3-4ce5-923a-b9b1d6637bc5,true,34032,13 A BD BERTRAND DUGUESCLIN,34500,30544522300038.0,false,Beziers,1,3,4,1,,,,,,,,3,
Centre Communal d'Action Sociale Quillan,1488,14a04699-d2c7-4483-a69d-f8aae1279e83,true,11304,18 RUE DE LA MAIRIE,11500,20005942600011.0,false,Quillan,2,,,,,,,,,,,,
Association de gestion du schéma d'accueil et d'habitat des gens du voyage (AGSGV63),1489,a72a7d6a-2706-4ec2-8045-41c6f67ba892,true,63113,129 AV DE LA REPUBLIQUE,63100,44399179900034.0,false,Clermont Ferrand,2,,,,,,,,,,,,
Groupe AART,1491,5d759bbe-9467-4481-8bf0-41b8860e2501,true,73196,RTE DES CHENES,73200,39027539400042.0,false,Pallud,1,,,,,,,,,,,,
MDS Riom,1493,98436549-0192-43e1-8dc7-7120305f40b4,true,63300,10 RUE ANTOINE ARNAUD,63200,22630001000262.0,false,Riom,7,,,,,,,,,,,,
SERVICE DIS AFMB,1495,28f3ac30-d9a0-46f2-ba50-0e8baa23089d,true,74164,DIRECTION TERRITORIALE DE L'ARVE FAUCIGNY MONT-BLANC 187 RUE DU QUAI,74970,22740001700074.0,false,Marignier,1,,,,,,,,,,,,
MAISON METROPOLITAINE D'INSERTION POUR L'EMPLOI - LYON,1497,88e65303-77f0-4f53-bfec-1f6c72cfdfae,true,69387,24 RUE ETIENNE ROGNON,69007,13000354400033.0,false,Lyon,15,15,28,1,,4,,,2,15,1,4,1
France Services (sous-préfecture de Thonon-les-Bains),1499,e8220a61-310a-40fa-8455-016de01a711d,true,74005,RUE VALLON,74200,17740001700055.0,true,Allinges,2,10,,,,,,,,,,,
CCAS La Ravoire,1500,53fab790-cb2b-4635-9967-0b1ddddf70c7,true,73213,PL DE L HOTEL DE VILLE,73490,26730212300018.0,false,La Ravoire,4,17,20,8,2,4,,,4,,,1,1
Maison des Solidarités des Martres de Veyre,1501,b163ada4-4453-4bf5-88f5-979ca972e137,true,63214,73 rue de la Garenne,63730,22630001000015.0,false,Les Martres De Veyre,11,3,3,,,2,,,,,,1,
Etablissement public numérique,1502,872804bd-bb59-41ce-81ba-998538e25ef3,true,07010,2 RUE DE L HOTEL DE VILLE,07100,21070010000014.0,false,Annonay,2,,,,,,,,,,,,
Espace Saint Jean,1503,6931930b-f75b-49c9-8375-642fb6bd459c,true,14047,22 rue des anciens chênes gaulois,14400,26140002200032.0,false,Bayeux,2,,,,,,,,,,,,
Espace Argouges,1504,e6e79342-c41e-40ae-b35a-14b697d9ce93,true,14047,48 bis rue de Beauvais,14400,26140002200032.0,false,Bayeux,2,,,,,,,,,,,,
Communauté de Communes Cingal-Suisse Normande,1505,82950809-c1d5-498d-b632-b14ac9ae0045,true,14461,4 RUE DU DOCTEUR GOURDIN,14220,20006671000019.0,false,Mutrecy,2,,,,,,,,,,,,
CCAS de la Tronche,1506,71e9f4b4-872c-4e14-b294-4d20c3a376f3,true,38516,74 GRANDE RUE,38700,26381010300014.0,false,La Tronche,3,,,,,,,,,,,,
Arco-Numérique,1507,8db19b31-9a91-4e2b-ae32-3fd59f2133da,true,73241,96 rue de la belle étoile,73460,51268751800021.0,false,Ste Helene Sur Isere,1,,,,,,,,,,,,
Centre Socioculturel Le Palabre,1508,157ca361-ba4d-47f4-8fce-f43c7a018fb3,true,07019,6 RUE ALBERT SEIBEL,07200,77623374400023.0,false,Aubenas,1,,,,,,,,,,,,
Centre Social de la Vivaraize,1509,1ab4cb28-2697-47e2-b01b-c885907ee7c1,true,42218,9 passage du Pré des Soeurs,42100,38089052500013.0,false,St Etienne,1,,,,,,,,,,,,
Maison Départementale des Solidarités Lafayette,1511,f5e437b4-c935-4b7a-927f-dec47acccde7,true,43157,1 PL MONSEIGNEUR GALARD,43000,22430001200016.0,false,Le Puy En Velay,7,3,,,,,,,,,,,
Association Centre Social Jean Bedet,1512,2e7d1c36-a3cd-4c95-8d64-e0ea8a5bdc89,true,38022,5 SQ EMILE RICHERD,38630,32223497200014.0,false,Les Avenieres Veyrins Thuellin,2,,,,,,,,,,,,
CCAS de Bourgoin-Jallieu,1513,d1f0f399-86d6-4269-88eb-b495fc68dca0,true,38053,17 PL ALBERT SCHWEITZER,38300,26381002000119.0,false,Bourgoin Jallieu,3,1,,,,,,,,,,,
Maison des Services Publics de la Communauté de Communes des Villes Soeurs - France Services,1514,b2207954-1247-4ab9-8c7c-4be12d281053,true,76255,12 AV JACQUES ANQUETIL,76260,24760058800047.0,true,Eu,2,,,,,,,,,,,,
POINT INFO 14 - France Services OUISTREHAM,1515,0e9253bd-c9b3-43d4-af85-fe4e0a4849ea,true,14488,PL ALBERT LEMARIGNIER,14150,21140488400010.0,true,Ouistreham,3,,,,,,,,,,,,
